subject_name,question,opa,opb,opc,opd
Pharmacology,"A 30-year-old mother of 2 children weighing 60 kg was taking combined oral contraceptive
pill containing levonorgestrel 0.15 mg + ethinylestradiol 30 μg per day cyclically (3 weeks treatment—
1 week gap). She developed fever with cough and was diagnosed as a case of pulmonary tuberculosis
after  sputum  smear  examination.  She  was  put  on  isoniazid  (300  mg)  +  rifampin  (600  mg)  +
pyrazinamide  (1.5  g)  +  ethambutol  (1.0  g)  daily  for  2  months,  followed  by  isoniazid  (600  mg)
+  rifampin  (600  mg)  thrice  weekly.  In  the  3rd  month,  she  failed  to  have  the  usual  withdrawal
bleeding during the gap period of contraceptive cycle. After 10 days, her urinary pregnancy test
was  found  to  be  positive.What  could  be  the  reason  for  failure  of  the  oral  contraceptive?",Rifampicin is enzyme inducer and induced metabolism of contraceptives,Ethambutol is enzyme inducer and induce metabolism of contraceptives,Both,None
Pharmacology,A 50-year-old man has a history of frequent episodes of renal colic with high calcium renal stones. The most useful diuretic in the treatment of recurrent calcium stones is:,Furosemide,Spironolactone,Hydrochlohiazide,Acetazolamide
Pharmacology,A patient on treatment for leukemia develoPS chest pain pulmonary infiltrates and pleural effusion. The likely cause is,Daunorubicin,Hydroxyurea,Cytarabine,Tretinoin
Pharmacology,A 15 year old boy was stung by a bee. He had difficulty in breathing and facial edema. What is the best treatment ?,IV Adrenaline,SC Adrenaline,IV Antihistamine,IV Hydrocortisone
Pharmacology,Which of the following drugs can be used for the treatment of chloroquine resistant malaria in children ?,Chloroquine,Doxycycline,Tetracycline,Clindamycin
Pharmacology,"A patient on treatment for leukemia, develops chest pain, pulmonary infiltrates and pleural effusion. The likely cause is -",Daunorubicin,Hydroxyurea,Cytarabine,Tretinoin
Pharmacology,The drug of choice in treatment of infantile spasms is :,ACTH,Phenobarbitone,Carbamazepine,Phenytoin
Pharmacology,A patient presents with malignant hyperthermia and metabolic acidosis. Immediate treatment should be started with,Intravenous Dantrolene,Sodium bicarbonate,Intravenous fluids,Paracetamol
Pharmacology,"Which is a glycoprotein, produced by many mammalian cells, and used in the treatment of hepatitis, papillomaviruses, hairy-cell leukemia and AIDS-related Kaposi's sarcoma?",Interferon,Idoxuridine,Zidovudine,Zalcitabine
Pharmacology,"A young man is with known heroin addiction is brought in the emergency in unconscious state. On examination, the patient has decreased bowel sounds, depressed respiration and pin point pupil. The treatment of choice for this patient is:",Oral natrexone,IV naloxone,Oral diazepam,Oral Buprenorphine
Pharmacology,Which Fully humanized antibody is used in treatment of rheumatoid ahritis?,Anakira,Adalimumab,Infliximab,Leflunomide
Pharmacology,Which of the following drug is avoided in patients with diabetes and can be used for treatment of insulinoma?,Nicorandil,Minoxidil,Hydralazine,Diazoxide
Pharmacology,Which of the following drugs can be used for the treatment of chloroquine resistant malaria in children,Chloroquine,Doxycycline,Tetracycline,Clindamycin
Pharmacology,All of these are used in the treatment of visceral leishmaniasis except:,Sitamaquine,Paromomycin,Miltefosine,Hydroxychloroquine
Pharmacology,A female on treatment for depression took a massive dose of amitriptyline for suicide. Which of the following statement regarding her management is WRONG ?,Gastric lavage should be done,Sodium bicarbonate should be administered to treat acidosis,Atropine sulphate should be administered as an antidote,Diazepam should be injected to control seizures.
Pharmacology,"A 4 year old male is brought to the emergency room with a recent onset of a rash, uicaria, and a fever of 101 degrees F. The mother also states that her son has been complaining that his ""bones hu."" Physical examination reveals mild lymphadenopathy. The patient's past medical history is unremarkable except that he just finished a 10-day course of cefaclor suspension for treatment of an upper respiratory infection. The patient should be treated with ?",Aspirin and diphenhydramine,Erythromycin and diphenhydramine,Intravenous penicillin and diphenhydramine,Oral prednisone and diphenhydramine:
Pharmacology,"This drug has activity against many strains of P. aeruginosa. However, when it is used alone, resistance has emerged during the course of treatment. The drug should not be used in penicillin-allergic patients. Its activity against gram-negative rods is enhanced if it is given in combination with tazobactam. Which of the following drugs is being described?",Amoxicillin,Aztreonam,Piperacillin,Vancomycin
Physiology,"In recommending treatment for your carcinoid patient, you will consider all of the following except",Cyproheptadine,Ketanserin,Methysergide,Sumatriptan
Physiology,A 37 year old male patient was diagnosed with sarcoidosis of lung and was kept on glucocoicoid therapy. The treatment may result in the bone loss because glucocoicoids causes which of the following?,Increases calcium absorption from the gastrointestinal tract,Increased osteoblast growth,Inhibit bone formation,Inhibit bone resorption
Physiology,"A 45-year old woman is admitted to the hospital following a head injury. She has severe polyuria (producing 1 L of urine every 2 hours) and polydipsia (drinking 3 to 4 glasses of water every hour).During a 24-hour period in the hospital, the woman produces 10 L of urine, containing no glucose. She is placed on overnight water restriction for fuher evaluation. The following morning, she is weak and confused. Her serum osmolarity is 330mOsm/L, her serum is 164 mEg/L, and her urine osmolarity is 70 mOsm/L. She is treated with dDAVP by nasal spray. Within 24 hours of initiating the treatment, her serum osmolarity is 295mOsm/L and her urine osmolarity is 620mOsm/L.",Diabetes Mellitus Type I,Diabetes Mellitus Type II,Central Diabetes Insipidus,Juvenile Diabetes Insipidus
Physiology,A man with diabetes insipidus has a glomerular filtration of 155 L/day. Which range most likely represents the upper limit for urine flow rate in this individual if he were not receiving treatment but had free access to water?,1 to 3 L/day,5 to 10 L/day,15 to 20 L/day,30 to 35 L/day
Psychiatry,"A patient comes in stupor condition patient's parents give history of being continually sad and suicidal attempts, not eating and sleeping most of the time. The treatment is -",ECT,Antidepressant,Antipsychotic,Sedatives
Psychiatry,A female treatment for depression took a massive dose of amitriptyline for suicide. Which of the following is wrong regarding management for her,Gastric lavage was done,Sodium bicarbonate was administered to treat acidosis,Atropine sulphate was administered as an antidote,Diazepam was injected to control seizures.
Psychiatry,Moral treatment of mentally ill patient was first stressed by,Pinel,Morel,Kraeplin,Kraeplin
Psychiatry,Moral treatment of mentally ill-patient was first stressed by:,Pinel,Morel,Kraepelin,Sigmund freud
Psychiatry,"A 40-year-old woman who is a known case of anxiety disorder and has prominent symptoms of frontal headache is being treated with a procedure in which the tension in the frontalis muscle is measured regularly. The readings are projected on to a computer screen, which patient can see. She is then taught to use mental techniques to decrease tension in this muscle. Which of the following treatment techniques does this example illustrate?",Implosion,Biofeedback,Aversive conditioning,Flooding
Psychiatry,A woman comes to the psychiatrist with history of spending a lot of time in washing her hands. She is distressed about it but says that she cannot stop the practice and spends a lot of time on it. This has staed affecting her social life as well. What is the best mode of treatment for her?,Cognitive behavioral therapy,Exposure and response prevention,Systematic desensitization,Pharmacological agents
Psychiatry,"A 19-year-old man working as a driver comes to Psychiatrist with excessive anxiety and fear. He repos that every time he drives over a bump in the road, he is convinced that he has accidentally run over a small child. He has to pull over and check underneath his car for blood and retrace his driving route to look for any injured children. As a result, he is always late for work.He also has intrusive thoughts about stabbing his coworkers.He prays to try to erase these thoughts from his mind, but this rarely helps. First-line pharmacological treatment of this patient's condition primarily affects which of the following neurotransmitters?",Acetylcholine,Dopamine,Norepinephrine,Serotonin
Psychiatry,"A fifty year old male feels uncomfortable in using the lift, being in crowded places and traveling. The most appropriate line of treatment is -",Counselling,Relaxation therapy,Exposure and response prevention,Covert sensitization
Psychiatry,"A 23-year-old girl comes for evaluation in psychiatry outpatient. The patient repos that she has been facing increasing anxiety since she got promoted. Earlier her office was on 1st floor and now she had to shift to 10th floor. She repoed that she has always been uncomfoable of heights and had avoided many jobs in past as they were in high rise buildings. She also lives at ground floor. Since, she got promoted, she has been using alprazolam to keep herself calm, but she wants a proper solution to her problem. Which is the most appropriate treatment for her condition?",Shift her to long acting benzodiazepines such as clonazepam,Sta her on a SSRI like escitalopram,Sta her on exposure based therapy,Counselling sessions
Psychiatry,"A 20-year-old female presented with complaints of nausea, vomiting and pain in the legs. Her physical examination and lab investigations are normal. Still she persistently request for investigations and treatment despite repeated assurance by her doctor. What would be the most probable diagnosis:September 2012",Generalized anxiety disorder,Conversion disorder,Somatiform pain disorder,Somatisation disorder
Psychiatry,"A patient is brought to the casualty in the state of altered sensorium. He was on lithium treatment for affective disorder and has suffered through an attack of epileptic fits. On examination he has worsening tremors, increased DTR's and incontinence of urine. He has also undergone an episode of severe gastroenteritis 2 days ago. The probable cause for his present state is:",Lithium toxicity,Dehydration,Manic episode,Depressive stupor
Psychiatry,A 11 year-old boy is brought to the physician with complaint that he gets up at night and while sleeping walks around the house for a few minutes before returning to bed. When parents try to wake him up he is confused and disoriented. Which of the following is the most appropriate treatment for him?,Tell the parents to maintain a safe environment and monitor the patient's symptoms,Sta the patient on a low dose of benzodiazepines at night,Sta the patient on a low dose of a tricyclic antidepressant,Tell the parents that the child would benefit from cognitive psychotherapy
Psychiatry,Moral treatment of the mentally ill patient was first stressed by -,Pinel,Morel,Kraeplin,Sigmund freud
Psychiatry,A patient comes in stuporous condition. Patient's parents give history of patient being continually sad and suicidal attempts and not eating and sleeping for most of the time. The treatment is:,ECT,Antidepressant,Antipsychotic,Sedative
Psychiatry,True about lithium treatment in mania -a) Commonest neurological side effect is tremorb) Toxic level is <1.5 mg/dl serum levelc) Amiloride is DOC for Li induced diabetes insipidusd) Lithium is 90% protein bounde) Tremor is treated with propranolol,acd,bde,cde,ace
Psychiatry,A 46-year-old man presented to the casualty with acute onset of seeing lizards all all around him in the room. He has been violent towards members of his brother who tried to bring him to hospital. On history he has a longstanding history of drinking alcohol and using cannabis for 7 years. He had missed his drinks for the last 3 days. On examination his blood pressure is high and he has global confusion. Which of the following can be used in the immediate treatment of the condition?,Diazepam,Chlordiazepozide,Morphine,Carbamazepine
Psychiatry,Seman's squeeze technique is used in treatment of:-,Erectile dysfunction,Premature ejaculation,Retrograde ejaculation,Antegrade ejaculation
Radiology,"A female undergoing treatment for infeility with IVF was given Inj. HCG, present with history of vomiting, nausea, and headache. The USG is shown as below, what is the diagnosis?",Ovarian Hyperstimulation Syndrome,PCOS,Theca leutin Cysts,Granulosa cell Tumor
Radiology,"A 24-year-old male law student presents with a 3-wk history of increasing dyspnea. He has a history of chronic sputum production of about 100 cc of purulent material each day for many years. In the past, he was hospitalized for a left pneumothorax. He is on inhaled bronchodilator as an outpatient. CXR is shown below.The most helpful treatment option would be",Increase bronchodilator therapy,Sta broad-spectrum antibiotic therapy,Initiate anti-pseudomonas antibiotic regimen,Sta oral steroids
Radiology,"A 70 years old female is on treatment with Alendronate for 7 years for osteoporosis. Now she complains of pain in right thigh. What is the next investigation to be performed? (AIIMS Nov 20/3, May 2013)",DEXA scan,X-ray,Serum vitamin D levels,Serum alkaline phosphate levels
Radiology,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients –,Strontium–89,Radium–226,Cobalt–59,Cobalt–60
Radiology,Surrogate markers for patients physical reserve to plan oncological treatment are all Except,Karnofsky performance status,ECOG performance score,Child pugh score,MSKCC neutropenia risk score
Radiology,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first –",Pulmonary artery,Bronchial artery,Pulmonary vein,Superior vena cava
Radiology,"A 10yr old boy with a known case of nephrotic syndrome since 4 years on treatment brought to the pediatric OPD with chief complaint of difficulty in breathing. There is no history of fever. On examination, respiratory system was normal except slightly reduced breath sounds on right infra-axillary region. Paediatrician thinks of pleural effusion. What is next best modality of investigation to detect pleural effusion?",Erect Chest X-RAY PA view,Lateral view Chest X-RAY,Lateral decubitus view,USG
Radiology,A young man with TB presents with massive recurrent hemoptysis. For angiographic treatment which vascular structure should be evaluated first?,Pulmonary aery,Bronchial aery,Pulmonary Vein,Superior vena cava
Radiology,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first:",Pulmonary aery,Bronchial aery,Pulmonary vein,Superior vena cava
Radiology,A patient with abdominal pain diarrhea and weight loss. He gives a history of taking treatment for pulmonary TB. What does the barium film of the patient show?,Saw tooth,Intestinal perforation,Pulled up cecum,Diverticulum formation
Radiology,"A 54-year-old male nonsmoker is seen with complaints of a flulike illness. Initial symptomatic treatment is provided. Two days later, he returns, as he is still not feeling well. His primary physician prescribes a macrolide along with the symptomatic treatment. After 5 days of this treatment, the patient says he is running a fever and has increasing fatigue, weakness, and cough. He also complains of pain in the right wrist with some difficulty in motion. He has left groin pain and is unable to walk more than a few steps. On physical exam, vital signs are: pulse 110 bpm; temperature 102degF; respirations 24/min; blood pressure 10/68 mm Hg. He looks weak and says he has lost about 8 lb in the last 10 days. Peinent findings: lung exam reveals area of egophony, and E to A changes in the left anterior and posterior lung field. The patient has swelling with some areas of skin sloughing in the right wrist and tenderness with limitation of movement in the left groin area. Laboratory data: Hb 11 g/dL; Hct 33%; WBCs 16.0/uL; differential 90% segmented neutrophils; BUN 42 mg/dL; creatinine 1.1 mg/dL; sodium 142 mEq/L; potassium 3.4 mEq/L. ABGs on room air: pH 7.45, PCO2 34 mm Hg; PO2 65 mm Hg. CXR is shown.Associated findings may include all of the following except?",Septic ahritis,Endocarditis,Brain abscess,Reye syndrome
Radiology,A 70 years old female is on treatment with Alendronate for 7 years for osteoporosis. Now she complains of pain in right thigh. What is the next investigation to be performed?,DEXA scan,X-ray,Serum vitamin D levels,Serum alkaline phosphate levels
Skin,A patient has syphilis since 2 year. CSF examination was done & treatment staed. Which of the following test is most useful in monitoring treatment,TPI,VDRL,FTA,Dark ground microscopy
Skin,"A 24-year old male had multiple, small hypopigmented macules on the upper chest and hack for last three months. The macules were circular, arranged around follicles and many had coalesced to form large sheets. The surface of the macules showed fine scaling. He had similar lesions one year ago which subsided with treatment. The most appropriate investigation to confirm the diagnosis",KOH preparation,Slit skin smear,Tzanck test,Skin biopsy
Skin,"A caretaker in a nursing home presents with pruritus of her trunk and extremities. On physical examination, she has several erythematous papules in her finger webs, axillae, umbilicus, and groin areas. Her scalp is clear. Which of the following is the best treatment for this woman?",Clindamycin solution,Oral erythromycin,Permethrin cream,Topical steroids
Skin,"An 8-month old child presented with itchy, exudative lesions on the face, palms and soles. The siblings also have similar complaints. The treatment of choice is such a patient is:",Systemic ampicillin,Topical betamethasone,Systemic prednisolone,Topical permethrin
Skin,An eleven year old boy is having Tinea capitis on his scalp. Which of the following is the most appropriate line of treatment of this condition?,Shaving of the scalp,Oral griseofulvin therapy,Topical griseofulvin therapy,Selenium sulphide shampoo
Skin,"An 8-month old child presented with itchy, exudative lesions on the face, palms and soles. The siblings also have similar complaints. Which of the following is the treatment of choice?",Systemic ampicillin,Topical permethrin,Systemic prednisolone,Topical betamethasone
Skin,A 9 year-old has multiple itchy erythematous wheals all over the body for 2 days. There is no respiratory difficulty. Which is the best treatment?,Antihelminthics,Systemic coicosteroids,Antihistamines,Adrenaline
Skin,"A 24-year old unmarried woman has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment would be:",Acitretin,Doxycycline,Isotretinoin,Azithromycin
Skin,"A 24 year old man had multiple, small hypopigmented macules on the upper chest and back for the last three months. The macules were circular, arranged around follicles and many had coalesced to form large sheets. The surface of the macules showed fine scaling. He had similar lesions one year ago which subsided with treatment. The most appropriate investigation to confirm the diagnosis is;",Potassium hydroxide preparation of scales,Slit skin smear from discrete macules,Tzanck test,Skin biopsy of coalesced macules
Skin,"A 55-year-old male, with uncontrolled diabetes mellitus and hypeension, developed severe air-borne contact dermatitis. The most appropriate drug for his treatment would be:",Systemic coicosteroids,Thalidomide,Azathioprine,Cyclosporine
Skin,"A patient with psoriasis was staed on systemic steroids. After stopping treatment patient developed generalized pustules all over his body, the most likely cause is:",Drug induced reactions,Pustular Psoriasis,Bacterial infection,Septicemia
Skin,A 24 year old man presents with multiple small hypopigmented patches around hair follicles on upper chest and back. These macules were with fine scaling which coalesced later. He had received treatment 1 year back for the same type of lesion. Which of the following investigation should be done to diagnose this condition?,KOH preparation of scales,Tzanck test,Slit Skin Smear,Skin biopsy of coalesced lesion
Skin,"A patient with psoriasis was staed on systemic steroids. After stopping treatment, the patient developed generalized pustules all over the body. The cause is most likely to be:",Drug induced reaction,Pustular psoriasis,Bacterial infections,Septicemia
Skin,The following lesion appears on the cheek of a patient of ulcerative colitis. It subsided with potassium iodide treatment. What is the diagnosis?,Erythema nodosum,Erythema marginatum,Pyoderma gangrenosum,Sweet syndrome
Skin,"A 24-year old male had multiple, small hypopigmented macules on the upper chest and back for last three months. The macules were circular, arranged around follicles and many had coalesced to form large sheets. The surface of the macules showed fine scaling. He had similar lesions one year ago which subsided with treatment. The most appropriate investigation to confirm the diagnosis:",KOH preparation,Slit skin smear,Tzanck test,Skin biopsy
Social & Preventive Medicine,The duration of treatment with rifampicin by which a leprosy patient becomes non-infective is:,1 week,2 weeks,3 weeks,4 weeks
Social & Preventive Medicine,A HIV infected patient develops multibacillary leprosy. What is the recommended treatment?,No anti leprosy drug should be given,"Rifampicin, dapsone and clofazimine",Rifampicin and dapsone,Rifampicin only
Social & Preventive Medicine,"Under the DOTS strategy of Revised National Tuberculosis Programme, the recommended line of management is category I patients, if the sputum is positive after 2 months of intensive phase treatment with 4 drugs, is to -",Sta the continuation phase of treatment with INH and rifampicin,"Continue the intensive phase of treatment with 4 drugs for 1 more month only, regardless of sputum positivity after that",Continue the intensive phase of treatment with 4 drugs until the sputum becomes negative,"Add one more drug, that is, to use 5 drugs until the sputum becomes negative"
Social & Preventive Medicine,"A cardiologist waewnts to study the effect of an atrovastatin drug. He notes down the initial cholesterol levels of 50 patients and then administers the drug on them. After a month’s treatment, he measures the cholesterol level again. Which of the following is the most appropriate to test the statistical significance of the change in blood cholesterol?",Paired t-test,Unpaired or independent t-test,Analysis of variance,Chi-square test
Social & Preventive Medicine,"In a study with new treatment, there were reported 36 death/treatment failures out of sample of 120.With a new treatment, 26 treatment failure were reported from a sample size of 130. How many patients should be treated to avert 1 death?",100,10,250,160
Social & Preventive Medicine,In multibacillary leprosy the follow up examination after adequate treatment should'be done yearly for -,3 years,2 years,5 years,10 years
Social & Preventive Medicine,"If a new sputum smear positive patient of tuberculosis continues to be smear positive at the end of intensive phase of category I treatment under DOTS, fuher management of this patient would be to -",Sta category I treatment again,Treat. him as failure and sta category II treatmenet under DOTS,Continue the intensive phase or treatment for one more month,Sta continuation phase under category I
Social & Preventive Medicine,"In a clinical trial, blood pressure was measured between in a group of patients before and after treatment, which of the following test will be suitable as at test of significance?",Paired t-test,Mann Whitney U test,Student test,ANOVA
Social & Preventive Medicine,"A cardiologist wants to study the effect of an atorvastatin drug. He notes down the initial cholesterol levels of 50 patients and then administers the drug on them. After a month&;s treatment, he measures the cholesterol level again. Which of the following is the most appropriate to test the statistical significance of the change in blood cholesterol.",Paired t-test,Unpaired or independent t-test,Analysis of variance,Chi-square test
Social & Preventive Medicine,"You are the DOTS provider for a patient. He has completed his 6 months of treatment. He was sputum +ve to begin with, but after the intensive phase of treatment he became sputum -ve. He was again confirmed to be sputum negative 2 months after staing the continuation phase. This patient can be termed as:",Cured,Treatment completed,Transfer out,Defaulted
Social & Preventive Medicine,"An adult male patient presented in the OPD with complaints fo cough and fever for 3 months and haemoptysis off and on, His sputum was positive for AFB. On probing it was found that he had already received treatment with RHZE for 3 weeks form a nearby hospital and discotinued. How will you categorize and manage the patient -","Categry III, sta 2 (RHZ)3","Categry II, sta 2 (RHZ)3","Categry I, sta 2 (RHZ)3","Categry II, sta 2 (RHZ)3"
Social & Preventive Medicine,A 25-year-old female has been diagnosed to be suffering from tuberculosis categorized as category I (sputum +ve) case of relapse. The new treatment regimen recommended under DOTS is,2(HRZE)3 + 5(HR)3,2(HRSZE)3 + 1(HRZE)3  + 5(HRE)3,3(HRZE)3 + 2(HRE)3 + 4(HR)3,3(HRSZE)3 + 1(HRZE)3 + 6(HRE)3
Social & Preventive Medicine,"In a case of Paucibacillary leprosy, treatment is considered adequate if the patient has received the six monthly doses of combined therapy within:-",6 months,9 months,12 months,15 months
Social & Preventive Medicine,"In TRIAGE system for disaster management, which of the following color code denotes ""high priority treatment and/or transfer""?",Red,Blue,Black,Yellow
Social & Preventive Medicine,"Under the revised National Tuberculosis Control Programme, schedule of treatment for category I patients is -",2 (HRZE)3 + 4(HR)3,2 HRZE+ 4 HRE,2(HRZES)3 + 1(HRZE)3 + 5(HRE)3,2(HRZ)3 + 4 (HR)3
Surgery,Which of the following is the treatment of choice in the management of carcinoma of the anal canal?,Primary radiotherapy,Abdominoperineal resection,Combined radio-and chemotherapy,Neoadjuvant chemotherapy and local excision
Surgery,Duodenal ulcer with bleeding managed conservatively. Which treatment will he successful of the following?,PPI + Bismuth + Tetracycline + Metrogyl,PPI + Amoxycillin + Clarithromycin,PPI + Clarithromycin + Bismuth,PPI + Metrogyl
Surgery,Initial treatment in the management of trauma is,Airway maintenance,IV Fluids,Fracture stabilization,Do not shift
Surgery,Which of the following is the treatment of choice in a patient with a 10-mm calculus in the right lower ureter associated with proximal hydroureteronephrosis?,Open ureterolithotomy,Ureteroscopic retrieval,Antegrade percutaneous access,Extracorporeal Shockwave lithotripsy
Surgery,All agents have been used in drug regimens for the treatment of breast carcinoma. Which one has specific activity in a subset of female breast cancers?,Anastrozole,Doxorubicin,Fluoxymesterone,Trastuzumab
Surgery,An AIDS patient presents with fistula - in- ano. His CD4 count is below 50. What is the treatment of choice -,Seton,Fistulectomy,None,Both
Surgery,A patient presented with a 1X1.5 cms growth on the lateral border of the tongue. The treatment indicated would be:-,Laser ablation,Interstitial brachytherapy,External beam radiotherapy,Chemotherapy
Surgery,A 58 year old male presents with hematuria. He s diagnosed of having bladder cancer which extends muscle deep. The best treatment is -,Intravesical Chemotherapy,Neoadjuvant chemotherapy followed by radical cystectomy,Radiotherapy,Tranurethral resection
Surgery,"During the treatment of septic shock, a 28-year-old male remains hypotensive despite adequate volume replacement; PA occlusion pressure is 18 mm Hg. When dopamine is staed , ventricular tachycardia develops and this is unresponsive to lidocaine. The V-tach conves back to sinus rhythm once the dopamine is stopped. At this point, which of the following treatments are most appropriate for this hypotensive patient?",Amrinone,Dobutamine,Epinephrine,Phenylephrine
Surgery,"Parents bring their infant to the clinic, seeking treatment for vomiting and diarrhoea that has lasted for 2 days. On assessment, the nurse in charge detects dry mucous membranes and lethargy. What other findings suggest a fluid volume deficit?",A sunken fontanel,Decreased pulse rate,Increased blood pressure,Low urine specific gravity
Surgery,"40 years old female with a 2 cms nodule in the breast & a proved metastatic node in the axilla, treatment is?",Quadrantectomy,Mastectomy with local radiotherapy,Patey's with adjuvant chemotherapy,Halstedt's operation with tamoxifenFibroadenosis
Surgery,"A 50-year old male, working as a hotel cook, has four dependent family members. He has been diagnosed with an early stage squamous cell cancer of anal canal. He has more than 60% chances of cure. The best treatment option is -",Abdomino-perineal resection,Combined surgery and radiotherapy,Combined chemotherapy and radiotherapy,Chemotherapy alone
Surgery,Which one of the following is the treatment of choice in a child with inguinal hernia,Bassini's repair,Shouldice repair,Herniotomy alone,Lichtenstein reapir
Surgery,Which one of the following is the treatment of choice for a 4cm retroperitoneal lymph node mass in a patient with non seminomatous germ cell tumor of the testis ?,Radical radiotherapy alone,High Orchidectomy + RPLND,RPLND alone,High Orchidectomy alone
Surgery,"A 66 year old diabetic lady complains of pain in the palm of her right hand at the base of her ring finger, which is held in flexion. Extension is painful, produces an audible click, and often requires the assistance of the other hand. What is the first line treatment of the condition?",Splinting for 6 weeks,Surgery under local anaesthesia,Coicosteroid Injection,Oral NSAIDs
Surgery,The recommended treatment for preputial adhesions producing ballooning of prepuce during micturition in a 2-year-old boy is -,Wait and watch policy,Circumcision,Dorsal slit,Preputial adhesions release and dilatation
Surgery,A five year old child presents with ballooning of prepuce after micturation. Examination of penis reveals prepucial adhesions which the following the best treatment,Adhesiolysis & dilatation,Circumcision,Dorsal slit,Conservative management
Surgery,Risk of malignancy in ulcerative colitis is more in -a) Onset in childhoodb) Extensive involvement of colonc) Disrupted architecture with crypt abscessesd) Pseudopolypse) Recurrence after treatment,ac,a,ad,ab
Surgery,"A 25-year-old lady reports to you with a diffuse, non progressive and a non tender swelling of the right maxilla, approximately 2 x 1.5 cm, extending from the canine to the first molar region. The x-ray shows a ground glass appearance of the bone in the concerned area. The surgical treatment will be",Total excision of the lesion,Curettage of the area with extraction of the involved teeth,Surgical cosmetic recontouring only,Surgical excision followed by radiotherapy
Unknown,A 85-year-old male patient has been suffering from progressive memory loss over the last two years. She also needs help with her daily activities. MRI revealed diffuse coical and hippocampal atrophy in this patient. HPE in such conditions demonstrates the following findings. Which of the following drug used in the treatment of the above condition does not act by increasing acetyl choline levels in nucleus basalis of meyne?,Rivastigmine,Donepezil,Memantine,Tacrine
Unknown,Fully humanized antibody that is used in the treatment of rheumatoid arthritis is–,Etanercept,Anakinra,Infliximab,Adalimumab
Unknown,"A 80-year-old male patient recently diagnosed with non-Hodgkin's lymphoma was staed on treatment with R- CHOP chemotherapy regimen. After few days, the patient comes to the clinic with complaints of tingling in his hands and feet. Neurological examination shows symmetric ""stocking and glove"" type distal neuropathy. If the patient's symptoms are believed to be due to chemotherapy regimen, the drug responsible for these symptoms causes cell cycle arrest during which of the following stages?",G1-S transition,S phase,G2-M transition,M phase
Unknown,An 18 year old girl presents with predominantly comedonal acne. First line of treatment will be -,Topical retinoids,Systemic retinoids,Systemic antibiotics,Topical steroids
Unknown,"A 16-month-old boy is brought in by his parents with fever, irritability and lethargy. On examination, the neck is stiff. He hasn't received any vaccinations. CSF gram stain done and antibiotics were staed immediately. The organism seen in the above gram stain grows on chocolate agar but not blood agar. No one else in the family is ill. All of the following are true about the treatment of the above disease in this patient except: -",Glucocoicoids have no role in the treatment of the above disease.,1st line therapy consists of ceftriaxone or cefotaxime.,Duration of therapy to be given is 1-2 weeks.,Fluoroquinolones can be given.
Unknown,"A 58-year-old man with cirrhosis complains of worsening fatigue and confusion over the past 5 days. He also reports that over the past 48 hours he has had a declining urinary output. On examination, he is gaunt and jaundiced. He has tense ascites and a liver span of 7 cm in the midclavicular line. Lab result reveal a WBC 4600/mm3, Hb 9.4 g/dL, and PCB 29%. BUN of 34 mg/dL and a creatinine of 3.1 mg/dL. A urinary Na <10 mEq/L. Most appropriate treatment for his elevated BUN and creatinine?",Large volume paracentesis,Hemodialysis,Mesocaval shunt,Liver transplantation
Unknown,"A 30-year-old construction worker presented with exeional pain in his B/L forearms and hands. There is history of chronic cigarette smoking. O/E, Faint radial and ulnar pulses Easily palpable brachial pulse Angiography of the hand was done. Which of the following is the best treatment of the above condition: -",Enoxaparin,Prednisolone,Warfarin,Smoking cessation
Unknown,A woman presents to the Gynecology outpatient department with a history suggestive of stress incontinence. Which of the following is the treatment of choice for genuine stress incontinence -,Burch Colposuspension,Kelly's Procedure,Sling Suspension Procedure,Tension Free Vaginal Taping
Unknown,"A 40-year-old G3P3 complains of urge hesitancy. Further some- times she gets the urge to void, but passes urine before reaching washroom. She had three normal spontaneous vaginal deliveries of infants weighing between 3.5 and 3.8 kg. Urine examination is normal. All of the following are appropriate treatments in the management of this patient except?",Kegel exercises,Bladder training,Biofeedback,Antidepressants
Unknown,A 6-year-old child with recurrent URTI with mouth breathing and failure to grow with the high arched palate and impaired hearing.treatment of choice is -,Tonsillectomy,Grommet insertion,Myringotomy with grommet insertion,Adenoidectomy with grommet insertion
Unknown,"A 9-month-old child presented to the ER with characteristic ""barking"" cough and hoarseness of voice. She had a history of rhinorrhoea, pharyngitis, mild cough, and low-grade fever for 1-3 days. Symptom worsened at night. O/E: - Normal to moderately inflamed pharynx Increased respiratory rate Nasal flaring Suprasternal, infrasternal, and intercostal retractions Continuous inspiratory stridor X-RAY NECK All of the following statements are true about the treatment of the above condition except: -",Nebulized racemic epinephrine is an accepted treatment for moderate or severe croup.,"Patients can be safely discharged home after a 2-3 hr period of observation provided, they have no stridor at rest; have normal air entry, normal pulse oximetry, and normal level of consciousness; and have received steroids.",Coicosteroids decrease the edema in the laryngeal mucosa through their anti-inflammatory action.,Oral steroids are not beneficial in mild croup
