id,question,answer,score
e9577f3f-8ac6-43b8-9b38-7300286a5c7c,A 6 day old newborn infant develops lectonuria seizures and hypoglycemia. The likely diagnosis is –,"Classic galactosemia (galactose-1-phosphate uridyltransferase deficiency), which presents in the first week after milk feeds with hypoglycemia and seizures.",0
a7e8245d-2a81-4315-8c57-37c3b3a9eb0a,A 70-year-old man presents with deterioration of vision 3 weeks after cataract extraction and IOL implantation. Slit lamp examination shows honeycomb maculopathy and Fluorescin angiography (FA) shows 'flower petal' hyperfluorescence. The most likely diagnosis is:,"Pseudophakic cystoid macular edema (Irvine–Gass syndrome).  
The petaloid “flower-petal” hyperfluorescence on FA and onset a few weeks post-cataract surgery are classic.",1
62b6bcc3-1682-4cbf-bcaa-fd2dab877a81,A 17-year-old boy presents with chronic low back pain and stiffness for the past 8 months. He denies any GIT or genital infections. His temp is 98.6 F. Lab investigation shows normal ESR and negative RA factor. X-ray films of the vertebral column show flattening of the lumbar curve and subchondral bone erosion involving the sacroiliac joints. Most likely diagnosis?,"Ankylosing spondylitis (a seronegative spondyloarthropathy) with sacroiliitis and loss of lumbar lordosis, classically HLA‑B27–associated.",1
b78e68a0-2bb2-4174-85b9-a83a164a351e,"10 years old child with 10 days continuous fever with soft, enlarged spleen, diagnosis is-",Enteric (typhoid) fever.,0.9
84bf73c4-f079-478d-89d4-99e651d534a8,20-year-old male with history of RTA presents with breathlessness. Stratosphere sign on USG with M mode is seen. What is the probable diagnosis?,Traumatic pneumothorax. The M‑mode “stratosphere/barcode” sign indicates absent lung sliding consistent with pneumothorax.,1
65a74207-7adb-4020-8292-d500d9beb7f6,"A 21 year old female presents with oligomenorrhea. On examination she has excess facial hair growth, and lab investigation showed an increase in free serum testosterone levels. USG abdomen done shows normal ovaries. What is the most probable diagnosis?","Polycystic ovary syndrome (PCOS) — she meets two Rotterdam criteria (oligo‑ovulation and clinical/biochemical hyperandrogenism), and a normal ultrasound does not exclude PCOS.",0.5
bc059ed0-03c0-4dc5-8a59-ddd7be478ebd,USG examination of an 8 weeks pregnant female shows a gestational sac with absent fetal pas. The diagnosis is:,"Anembryonic pregnancy (blighted ovum), i.e., an empty gestational sac without a fetal pole at 8 weeks.",1
d0d8c95e-d1c1-4c8d-a727-d0e2e3481843,"A 10-year-old boy apparently normal at bih had delayed walking and had difficulty in walking. As years passed, weakness increased and now is wheelchair bound. What is your diagnosis","Duchenne muscular dystrophy—an X-linked dystrophinopathy causing delayed walking, progressive proximal weakness (often with calf pseudohypertrophy), and loss of ambulation by late childhood.",1
beb25954-c64b-4c63-885a-dcc5ca028056,"A two-month-old infant is brought to the hospital emergency with marked respiratory distress. On examination, the infant has cyanosis and bilateral crepitations. Heart rate is 180/min, respiratory rate 56/min and the liver span 7.5 cm. The child has had repeated episodes of fever, cough and respiratory distress since the time of birth. Cardiovascular examination reveals a grade III ejection systolic murmur in left parasternal area and the chest X-ray reveals cardiomegaly with a narrow base and plethoric lung fields. What is the most likely diagnosis ?","Transposition of the great arteries, likely with a large VSD/PDA causing increased pulmonary blood flow. The early cyanosis, heart failure, ejection systolic murmur, and CXR showing cardiomegaly with a narrow mediastinum and plethoric lungs are classic.",0.5
f85fe069-db10-4644-97d9-ff68ad6c1f34,A patient presents with hemoptysis and hematuria few weeks after a respiratory tract infection.ANCA antibodies are present.Likely diagnosis is:,"Granulomatosis with polyangiitis (Wegener’s), an ANCA‑associated small‑vessel vasculitis causing a pulmonary‑renal syndrome.",0.4
77c086b5-572a-41c6-bd5b-ea512394a451,"A 22-year-old male basketball player presents with a swollen, painful left knee. He was on a fast break and as he began to jump for an alley-oop, he felt his knee give out and he collapsed to the floor. What is the most likely diagnosis",Anterior cruciate ligament (ACL) tear. The non-contact pivot/jump with the knee “giving way” and rapid swelling is classic for an acute ACL rupture.,1
2e8fd97a-4ac4-4b4b-b870-b97dc2877349,A 46-year-old diabetic man complains of soreness of the left leg. He is moderately obese. He had undergone cholecystectomy 2 weeks ago. Examination revealed swelling in the lower leg along with tenderness in the calf that increased when the calf was gently squeezed. No redness of the leg was noted and the patient was a febrile.What is the most likely diagnosis?,"Acute deep venous thrombosis (DVT) of the left calf. The postoperative status, leg swelling, and pain worsened by calf squeeze (Moses sign) strongly suggest DVT.",1
fc35be4b-0d04-4f20-b113-a7cacdaef2e8,15 year old boy presented with a mass in the distal femur. X-ray from the lesion showed features of Codman's triangle and Sunray appearance. The diagnosis is:,Osteogenic sarcoma (osteosarcoma). The Codman triangle and sunburst (sunray) periosteal reaction in an adolescent distal femur are classic for this diagnosis.,1
07dedc7c-dcf0-419d-8879-d3ec067223b0,"A child 10 yrs of age presents with a mass on his left thigh. The mass seems to be arising from diaphysis of femur, and involving the soft tissue of thigh. The child is having fever also. Give your most probable diagnosis:",Ewing sarcoma of the femoral diaphysis—diaphyseal bone tumor with a soft-tissue mass and systemic symptoms like fever.,1
130531ce-6f38-4458-a6eb-63de239c68f8,"A 7 years girl, parents gave history of fever for which she was treated with Paracetamol following which the fever subsided. Later she developed seizures and altered sensorium. The urine examination revealed oxalate crystals on microscopy, Blood anion gap and osmolality were increased. The diagnosis is:","Ethylene glycol (antifreeze) poisoning, causing high anion gap metabolic acidosis with increased osmolal gap and calcium oxalate crystalluria. Urgent therapy is fomepizole (or ethanol) and hemodialysis.",1
39603c8d-cdb3-4a8d-ab36-10e244afe567,A 55-year-old man presents with a solitary breast mass and biopsy reveals malignant cells. Immunohistochemical staining show that the tumor cells are positive for estrogen receptor (ER) and negative for Her2/neu. What is the most likely diagnosis?,"Invasive ductal carcinoma, most likely the ER-positive/HER2-negative (luminal A) subtype, which is the commonest male breast cancer.",1
e944aca0-6514-4b04-8937-e1d1e3b149dc,"A 10-year-old boy has had persistent headaches for the past 3 months. On physical examination, he is afebrile. He has an ataxic gait and dysdiadochokinesia. CT scan of the head shows a 4-cm cystic mass in the right cerebellar hemisphere. Cerebral lateral ventricles are enlarged. A lumbar puncture is done. The CSF protein concentration is elevated, but the glucose level is normal. Neurosurgery is performed, and the mass is removed and sectioned. On gross examination, the mass is a cyst filled with gelatinous material. The cyst has a thin wall and a 1-cm mural nodule. Microscopically, the mass is composed of cells that stain positive for glial fibrillary acidic protein (GFAP) and have long, hair-like processes. What is the most likely diagnosis?",Pilocytic (juvenile) astrocytoma of the cerebellum. This fits the cystic mass with mural nodule in a child and GFAP-positive tumor cells with long hair-like processes (often with Rosenthal fibers).,0.9
d6823b65-cb11-4a18-996f-22d1d4a85163,A 45 year old hypertensive male patient presented in the casualty with two hours history of sudden onset of severe headache associated with nausea and vomiting. On clinical examination the patient had necks stiffness and right sided ptosis. Rest of the neurological examination was normal. What is the clinical diagnosis -,"Aneurysmal subarachnoid hemorrhage, most likely from a ruptured posterior communicating artery aneurysm causing ipsilateral oculomotor (III) nerve palsy with ptosis.",0.9
3563e351-51f0-42f1-a573-922ddc7f2fe7,"80 years old female after fall developed an inability to walk with external rotation deformity, on examination SLR is not possible and broadening of the GT and lateral border of foot touching the bed. The most probable diagnosis is -","Intertrochanteric fracture of the femur. The external rotation, inability to SLR, and broadened greater trochanter with the lateral foot border resting on the bed are classic.",1
01f597d0-7990-433c-8bda-bbaa7a8296f5,"A 60 years old male had a sudden fall in toilet. His BP was 90/50 mm Hg and PR= 100/min. His relatives repoed that he is a known case of hypeension and CAD plus had a history passing black tarry coloured stools (multiple episodes) and was regularly taking aspirin, atenolol and sorbitrate. The most likely diagnosis:","Acute upper gastrointestinal hemorrhage (melena), most likely a bleeding peptic ulcer precipitated by aspirin, leading to hypovolemic shock/syncope.",0.9
c4b1e706-479d-4b53-aeb3-97af4806a631,A patient of 45 yrs old Having ahritis with involvolvement of PIP 4 DIP and 9 MCP and sparing of wrist and ankle diagnosis ?,Psoriatic arthritis is most likely—DIP involvement with PIP/MCP and sparing of the wrists/ankles is atypical for RA. Look for psoriasis or nail changes (pitting/onycholysis) to support the diagnosis.,0
2963f4c7-af24-4e23-841c-887909466800,"In a young patient presenting with recurrent vitreous hemorrhage, diagnosis is:","Eales disease—idiopathic retinal periphlebitis causing peripheral ischemia, neovascularization, and recurrent vitreous hemorrhages in young adults.",1
1325e93d-d3e0-4a41-82fd-b614c42d94e1,A one month old female child has swelling over the back in the sacral region. There is no cough impulse in the swelling. X-ray examination shows erosion of the coccyx. The most likely clinical diagnosis would be,Sacrococcygeal teratoma. The female neonate with a sacral mass and X‑ray showing coccygeal erosion (and no cough impulse) is classic for this diagnosis.,1
40e0cce0-2b07-491e-ada1-d70fac100f36,In surgical procedure NOTES entry point is through -,Through a natural orifice—most commonly transgastric via the mouth or transvaginal (also possible: transrectal/transcolonic or transvesical)—with a transluminal incision to access the peritoneal cavity.,1
bc1804b8-e390-400e-ae31-439f431c756d,A 20-year old male patient presents with pain on movement. X-ray of knee joint shows lytic lesion on the upper end of tibia. What is the likely diagnosis?,Giant cell tumor (osteoclastoma) of bone.,1
50fb7672-cefe-4356-a2b2-2e4d756966e5,"A 65-year-old male comes to the OPD complaining of ongoing double vision which is worse when he is watching TV in the evening. He has also noticed that he feels weaker towards the end of the day and that his face is slightly puffy. On inspection, there is a paial ptosis of the left eye lid and his mouth hangs slightly open at rest. On examination, there are visibly distended neck veins. What is the most likely diagnosis?","Myasthenia gravis causing fatigable ocular and bulbar weakness, likely thymoma‑associated, with superior vena cava obstruction explaining the facial puffiness and distended neck veins.",1
6c963eeb-285a-4b40-8b0f-bb1d08bf74d2,The immediate treatment of 10 kg weight infants presented with tetany:,Give 10% calcium gluconate 1 mL/kg (≈10 mL for 10 kg) IV slowly over 10–20 minutes with cardiac monitoring. Repeat if needed and check/correct magnesium.,1
08ea41f3-c07f-4988-beec-1eb5668e59d5,"A 45-year-old man present with a daily headache over the past 3 weeks. Each attack lasts about an hour and awakens the patient from sleep. It is associated tearing and reddening of his right eye. The pain is deep, excruciating, and limited to the right side of the head. The neurologic examination is normal. The most likely diagnosis:","Cluster headache (episodic), a trigeminal autonomic cephalalgia characterized by severe unilateral periorbital pain lasting ~1 hour with ipsilateral tearing/redness and nocturnal attacks.",1
76cf6e2b-ec54-40f2-af50-ef2716d42dfe,"A child has a splenic mass with a mediastinal mass. He appears pale, has red eyes and suffers from recurrent infections. Possible diagnosis is -","T‑cell lymphoblastic lymphoma/acute lymphoblastic leukemia, which commonly presents in children with a mediastinal mass (often causing red eyes from SVC congestion), splenic involvement, pallor, and recurrent infections from marrow suppression.",0.9
edbcd970-a8c4-4d3d-a378-609758e53d9e,"An unconscious patient is brought to causality, requires emergency neurosurgical evacuation, but no relatives or bystanders available. The doctor doing the emergency procedure is protected under",Section 92 of the Indian Penal Code—act done in good faith for a person’s benefit without consent (the emergency/implied consent doctrine).,1
1cd970be-2da7-4776-92d8-791846de6edf,"A 63-year-old woman presents for workup to determine the reason for a gradual hearing loss over approximately 5 years and intermittent tinnitus over the last several months. Findings on physical and neurologic examination are entirely within normal limits, except for the presence of sensorineural hearing loss in the left ear. She has no cranial nerve deficits. An MRI of the brain with gadolinium reveals the presence of an extra-axial tumor in the region of the left cerebella-pontine angle. What is the most likely diagnosis?",Vestibular schwannoma (acoustic neuroma) arising from the vestibular branch of CN VIII at the cerebellopontine angle.,1
5dd98ac7-79f1-4b05-8cbb-c1096f76812f,A 56-year-old man is surgically treated by a four-vessel coronary aery bypass graft procedure and placed on prophylactic daily aspirin therapy. Aspirin has been shown to prevent recurrent myocardial infarction through its ability to inhibit the synthesis of,"Thromboxane A2. Aspirin irreversibly inhibits platelet COX-1, blocking TXA2 synthesis and thus platelet aggregation.",1
d1bbdc59-4f0a-488f-8271-7c7d7d96a41f,"A child presents with seborrheic dermatits, lytic skull lesions, ear discharge and hepatosplenomegaly, likely diagnosis -","Langerhans cell histiocytosis (disseminated form, e.g., Letterer–Siwe disease).",1
16c6d79c-df9c-4067-8c4d-47d1504eac95,A pregnant woman with fibroid uterus develops acute pain in abdomen with low grade fever and mild leucocytosis at 28 weeks. The most likely diagnosis is?,"Red (carneous) degeneration of a fibroid.  
It classically occurs in mid‑pregnancy and presents with acute localized pain, low‑grade fever, and mild leukocytosis.",0.95
329fb8a4-1832-4837-81f0-b057bce2598c,A 24 year old male complained of recurrent attacks of sore throat since 2 years. The total leucocyte count was 3000/ μl. A differential count revealed severe neutropenia. The diagnosis is,Agranulocytosis (severe neutropenia) causing recurrent pharyngitis.,0.9
1e297932-ad59-47d0-a2ee-d129fbfb2c1a,"Eight days after undergoing a hysterectomy, a 64-year-old woman complains of chest pain. After 12 hours, the internist orders tests to exclude MI. Which test will most likely support this diagnosis?","Elevated cardiac troponin (especially troponin I), which rises within 3–6 hours and remains elevated for 7–10 days, is the most sensitive and specific test at 12 hours after symptom onset.",0.5
a1e4424e-6808-44b0-9456-54fb8f807e72,"A 36 year old male patient presents with patchy loss of hair on scalp, eyebrows and beard. He also gives a history of rapid greying of hair in a few areas. The likely diagnosis is:","Alopecia areata. The patchy nonscarring hair loss across scalp, eyebrows, and beard with apparent rapid greying reflects preferential loss of pigmented hairs (canities subita/poliosis) typical of alopecia areata.",1
813ab731-232e-4ae4-a37d-e3a9ff70c9a1,"A 37 yr old man was reffered to NIMHANS Neurology opd with history of 2 episodes of GTCS, Headache, weakness on right side of body,behavior and personality changes. NCCT was given below what is the most probable diagnosis can be made?","Most likely a left frontal lobe glioma—particularly oligodendroglioma—given seizures, personality/behavior change, headache, and contralateral weakness.",1
24987b13-899e-404d-a2f5-46f486f314ce,A child patient comes to OPD with history of black central arch rashes on his body. What is your diagnosis?,"Most consistent with erythema multiforme presenting as target (bull’s‑eye) lesions with a dusky/necrotic center. If there’s fever and a single black eschar with surrounding erythema, consider a rickettsial infection such as scrub typhus.",0
2360d6b6-59f0-4a88-8d6e-f55c8dbab296,"5 month old child with hepatomegaly, Ketosis, hyperuricemia and malaise, diagnosis ?","Von Gierke disease (Glycogen storage disease type I, glucose‑6‑phosphatase deficiency). The combination of infantile hepatomegaly with fasting intolerance/ketosis and hyperuricemia is classic.",0.9
2fb10eb6-7899-4770-ae74-fd810d176a22,A 34 year old female comes to psychiatrist with complaints of ' always feeling worried'. She repos that she always feels anxious and irritable and that her sleep is worsening gradually. What is the likely diagnosis-,"Generalized Anxiety Disorder (GAD), characterized by excessive, uncontrollable worry with associated irritability and sleep disturbance persisting for months.",1
65ee4e2e-2596-485d-9382-d7314cbeb8be,"A 36 year old female with symptoms of hyperparathyroidism, tumor in pancreas, adrenal cortical hyperplasia, pituitary adenomas, islet cell tumor with cutaneous angiofibromas. What is the diagnosis ?","Multiple endocrine neoplasia type 1 (MEN1, Wermer syndrome) due to MEN1 gene (menin) mutation.",1
44e72b7a-de09-4ac5-b8d8-e37a85a3e672,A patient present with unilateral painful ophthalmoplegia. Imaging revealed an enlargement of cavernous sinus on the affected side. The likely diagnosis is:,Tolosa–Hunt syndrome—idiopathic granulomatous inflammation of the cavernous sinus causing unilateral painful ophthalmoplegia.,1
db978b72-8a3f-4074-837a-3711199aa6c6,Best treatment of endometriosis in a young girl is,"First-line is medical suppression: continuous combined oral contraceptives or a progestin (e.g., dienogest, DMPA, or LNG-IUS) with NSAIDs for pain. Reserve laparoscopy or GnRH agonists (with add-back) for refractory cases.",0.9
c1b13be8-e939-4545-a6d5-ea6514cb9ca5,A 16-year-old male was brought with removal of clothes while watching movies complaints of seeing wave like forms and sudden monocular blindness. The diagnosis is,"Photosensitive occipital lobe epilepsy (a focal seizure with visual aura/ictal blindness), likely triggered by watching movies.",0.5
70c6aaaa-5376-42df-878b-3590b9c3b679,"Kallu a 24 year old occasional alcoholic had got a change in behaviour. He has become suspicious that people are trying to conspire against him, though his father states that there is no reason for his fears. He is getting hallucinations of voices commenting on his actions what is most probable diagnosis.",Paranoid schizophrenia—he has first-rank symptoms (third-person running commentary and persecutory delusions) typical of schizophrenia.,0.9
c72a9715-ac00-44fd-be28-7627059b8792,After hepatitis B vaccination child with allergic family history and pruritis involving face & convexities developed numerous umblicated vesicles; which became pustular & haemorhagic & crusted. After 2 days child developed high fever and lymphadenopathy. The diagnosis is,Eczema herpeticum (Kaposi varicelliform eruption) — HSV superinfection in an atopic child.,0.9
f4134626-b155-4138-b723-8e30f79a0622,A 23-year-old male complains of recurrent scaly lesions on glans penis. It always occurred at the same site and healed with slight hyperpigmentation. What is the most likely diagnosis?,Fixed drug eruption—classically recurs at the same site on re-exposure to a medication and heals with residual hyperpigmentation.,1
aa5d344a-944f-4009-8eab-19c227b456c8,A woman comes to psychiatrist with history of spending a lot of time in washing her hands. She is distressed about it but says that she is not able to stop washing. This has staed to affect her social life as well. What is the best mode of treatment for her?,"This is obsessive–compulsive disorder; the best treatment is cognitive-behavioral therapy with exposure and response prevention (ERP). For moderate–severe symptoms, combine ERP with an SSRI (e.g., fluoxetine, sertraline, or fluvoxamine).",1
0b95714d-97bb-46ee-bb5b-2239e65a4556,10 year old chid has violaceous papule and pterygium of nails. The diagnosis is,Lichen planus. Nail pterygium is a characteristic nail change in lichen planus with violaceous papules.,1
9f402840-8b1f-4a22-b6ce-254ef9540300,"A 5-year-old girl complains of failure to attain menarche. Her height is 4 feet inches, secondary sexual characteristics are absent. If on USG uterus and vagina are seen LH and FSH levels are high. What is the next best step in conforming the diagnosis?","Order a chromosomal karyotype (± Y‑chromosome analysis), which will confirm gonadal dysgenesis (e.g., Turner 45,X or Swyer 46,XY).",1
e3a5f29a-805e-4f5c-b6ff-08bf26374e20,2-week old neonate with a history of stridor that improves when the baby assumes the prone position - what is treatment -,"Laryngomalacia — treat with reassurance and observation (most resolve by 12–18 months). Reserve supraglottoplasty for severe cases with apnea, hypoxemia, or failure to thrive.",0.75
b884f99f-bfb1-4c31-ab35-4e4164649563,Thrombolytics can provide relative morality reduction in the treatment of acute myocardial infarction if patient comes within,"Within 12 hours of symptom onset, with the greatest mortality benefit if given in the first 2–3 hours.",1
1f73023d-ef11-4c4c-8e53-db799234cf50,"A 9 yr old girl has a bleeding diathesis, with prolonged APTT but normal PT, and normal platelet count. The diagnosis is -","Von Willebrand disease. It commonly presents in girls with mucocutaneous bleeding, normal PT and platelet count, and a prolonged APTT due to reduced factor VIII stabilization.",0.95
9f3e5a84-0dd8-4f3e-884d-cd5fbfe9588f,"In a patient with gall stone disease, laproscopic cholecystectomy was performed & specimen was sent to pathology lab. The biopsied tissue was repoed as adenocarcinoma (Stage 1A ). What will be your treatment approach?",Stage IA (T1a) gallbladder adenocarcinoma is adequately treated by the completed cholecystectomy; no further surgery or adjuvant therapy is needed if margins are negative. Obtain baseline staging imaging and surveil; reserve radical re-resection (segments IVb/V with lymphadenectomy) only if margins are positive or if pathology is T1b+.,1
09d43a69-42e6-4de0-aab6-d3dc9d687e1c,A 60 year old male suffering from auditory hallucination says that people staying upwards are talking about him and conspiring against him. He dropped a police compliant against them but the allegations were proved to be wrong. The diagnosis is:,Paranoid schizophrenia (schizophrenia with prominent persecutory delusions and auditory hallucinations).,0.95
f0d7473e-a1fd-4e62-af2c-e453f3df0f99,"A 14 week post natal woman presents with fluctuant breast swelling ,what would be the treatment","Likely a lactational breast abscess—drain it (preferably ultrasound‑guided needle aspiration; if large/loculated, incision and drainage) and give anti‑staphylococcal antibiotics, sending pus for culture. Continue breastfeeding/pumping to keep the breast drained and use analgesia as needed.",0.9
e5db2ea9-d7ee-4803-8a02-399adcf46aef,"An 8-year-old girl with numerous hypopigmented, ulcerated, and crusted patches on her face and forearms develops an indurated, crater-like, skin nodule on the back of her left hand. Biopsy of this skin nodule discloses a squamous cell carcinoma. Molecular biology studies reveal that this patient has germline mutations in the gene encoding a nucleotide excision repair enzyme. What is the appropriate diagnosis?",Xeroderma pigmentosum. This autosomal recessive defect in nucleotide excision repair causes extreme UV sensitivity with early skin cancers like squamous cell carcinoma.,1
274540a4-f60c-4403-98b4-25e1b60ccd42,A 45-year-old obese patient presents with these lesions over her neck. What is your diagnosis?,"Acrochordons (skin tags), commonly seen on the neck in obese/insulin‑resistant patients; consider screening for diabetes.",0
5945f2d3-5b60-4d93-9eb9-14bcc0edd293,A young patient presents with significant loss of central vision and a normal ERG. There is no obvious family history of similar presentation. The most likely diagnosis:,"Stargardt disease (juvenile macular dystrophy), which typically causes early central vision loss with a normal full-field ERG and often lacks an obvious family history due to autosomal recessive inheritance.",1
69e7399a-403b-49b0-a785-87dae27bbd39,"Child of 1 year old presents with cough, cold and RR 40/minute. Your diagnosis is:","Pneumonia (fast-breathing pneumonia) per IMCI, since RR 40/min meets the fast-breathing threshold for a 12–59 month child with cough/cold.",0.5
e806c247-2fa4-4a9d-bd39-f93adcc543d1,"A 20 year old girl presents with pain abdomen and purpuric rash all over the body, most probable diagnosis is ?","Henoch–Schönlein purpura (IgA vasculitis). Characterized by palpable purpura with colicky abdominal pain, often with arthralgia and possible renal involvement.",1
5520efd8-a1aa-4c99-b4d1-d6171feab320,"Immediately after eating, a man develops swelling of face and lips, respiratory distress, intense pruiritis, hypotension and feeling of impending doom. The most likely diagnosis is",Anaphylaxis (anaphylactic shock) due to an acute IgE-mediated Type I hypersensitivity reaction to food.,1
10b8ff0a-426d-4620-a09c-cc3133ad4deb,What is the most-likely diagnosis of a 26 day old infant presenting with recurrent nonbilious vomiting with constipation and loss of weight?,"Infantile hypertrophic pyloric stenosis. Classically presents at 2–8 weeks with recurrent nonbilious (often projectile) vomiting, poor weight gain/weight loss, constipation, and may show an “olive” pyloric mass and metabolic alkalosis.",0.95
179561e4-1703-42e6-8da5-d241a6840aba,What could be the most appropriate provisional diagnosis for multiple nodular exophytic reddish lesions of oral mucosa in an AIDS patient?,Oral Kaposi sarcoma (AIDS-related KS) is most likely. Biopsy is needed to confirm and to distinguish from bacillary angiomatosis or pyogenic granuloma.,1
fe0d38dc-d543-4908-875e-70efd19b9cbb,An 11 year old 70 kg. child presents with limitation of abduction an internal rotation. There is tenderness in scarpas triangle. On flexing the hip the limb is abducted. The diagnosis is -,Slipped capital femoral epiphysis (SCFE/SUFE).,1
bb4429fe-85c2-46de-9711-e9cd3c9584eb,"A 6 year old mentally retarded male patient presents with hepatosplenomegaly, coarse facial features, corneal clouding, large tongue, prominent forehead, joint stiffness, short stature and skeletal dysplasia. What is the diagnosis?",Hurler syndrome (Mucopolysaccharidosis type I) due to α-L-iduronidase deficiency.,1
347bcdc6-ef32-4fca-9e3d-1f086c2d2f31,"A child presents with recurrent fracture, hearing problems and joint laxity. What is the most probable diagnosis?","Osteogenesis imperfecta (likely Type I), the brittle bone disease characterized by recurrent fractures, hearing loss, and joint laxity.",1
81bd1ec0-b241-4b22-ba91-e6b3278c2ff6,What is the the most probable diagnosis of a child who presents with white umbilicated lesions on face?,"Molluscum contagiosum—a poxvirus infection causing small, pearly, dome-shaped, umbilicated papules—is the most likely diagnosis.",1
e42e95c5-8a86-48f2-8548-fb8f8960cfe7,"A 9-year-old boy is brought with history of decreased urine output, cola colored urine and swelling of the face and hands, of 2 days duration. He is hypeensive, has a puffy face and pitting edema of the lower limbs. He has history of skin lesions 4 weeks earlier. A diagnosis of post streptococcal glomerulonephritis is made. ASO titers are likely to be?","Low/normal. In PSGN after skin infection (impetigo), ASO often isn’t elevated, while anti–DNase B is typically raised.",0.8
495497f9-b994-4815-affc-f974bbcd06da,"A 52 year old female came to OPD with dysphagia, hea burn and pain in joints of her fingers. She mentions that her fingers and toes turns blue on exposure to cold. Physical examination reveals thickened skin of her fingers and tender, painful small lumps under skin of flexor surface of hand, some of which drain white chalky substance. what is the clinical diagnosis?","CREST syndrome (limited cutaneous systemic sclerosis) — with calcinosis cutis (the chalky drainage), Raynaud phenomenon, esophageal dysmotility/heartburn, and sclerodactyly.",1
7be39154-9898-41ce-a097-ed2759fb8b34,The cold water treatment of burns has the disadvantage that it increase the chances of -,"Hypothermia, which can precipitate or worsen burn shock (especially with extensive burns).",0.5
023d8cff-cf4b-4485-82d6-0e3383c0a232,"A 65-year old man presented with skin lesions on his chest and left arm and shoulder six weeks after i returning from a cacation in Belize at the beach in the fain forest. The lesions occasionally stung, drained a dark exudates, and enlarged despite two weeks of treatment with cephalexin. The patient had no constitutional symptoms. Physical examination reverled five nodules of varying sizes with surrounding erythema and a central pore through which a single, moving larva was observed. This condition is caused by -","Furuncular myiasis caused by the human botfly, Dermatobia hominis, whose larvae invade the skin (often after eggs are deposited by a biting insect like a mosquito).",0
50ca31cd-ef0e-453c-b51e-d379cab8c040,A boy age 8 years came to your dental clinic with no crowding in both arches. Lateral cephalogram reveals SNA angle of 78 and SNB angle of 82 the line of treatment is,"Skeletal Class III (ANB −4°) from maxillary retrusion; treat early with maxillary protraction using a reverse‑pull headgear (facemask), often combined with rapid maxillary expansion.",0.5
e676bbd7-c40e-4d06-a6c9-6d5d7572f978,"A 1–month–old boy is referred for failure to thrive. On examination, he shows feature of congestive failure. The femoral pulses are feeble as compared to brachial pulses. The most likely clinical diagnosis is –","Coarctation of the aorta (infantile type), suggested by heart failure with weak femoral pulses compared to brachial pulses.",1
e0aa1def-b75b-4277-84c3-c4d140b0e598,A patient is being investigated for chronic diarrhoea. Small intestinal mucosal biopsy shows PAS positive foamy macrophages. The diagnosis is probably -,Whipple disease (Tropheryma whipplei infection). PAS-positive foamy macrophages in the small intestinal lamina propria are characteristic.,1
6c594b57-11b3-4960-9fe5-87847322c593,"A middle aged male, who is a diagnosed case of chronic ulcerative colitis, presents to emergency with fever and diarrhea for 1 week and acute onset pain abdomen for 6 hours. An erect abdominal X-ray was taken as shown. What is the likely diagnosis?","Toxic megacolon (acute toxic dilatation of the colon in ulcerative colitis), an emergency with risk of perforation.",1
c851001f-e3ea-4782-9779-583df1308358,A symptomatic patient underwent investigations and found out a pancreatic cyst of 7 cm in size. What is the treatment of choice for this patient?,"Endoscopic (EUS-guided) internal drainage—typically a cystogastrostomy—is the treatment of choice for a symptomatic 7 cm pancreatic pseudocyst. If imaging suggests a cystic neoplasm rather than a pseudocyst, surgical resection is indicated.",1
58105a21-9fc1-47c2-b9f1-2040200904e6,A thirty year old male presents to the emergency department with symptoms of epigastric pain radiating to back. He gives a history of epigastric pain that wakes him up at nights and is relieved by consuming food. His past history reveals past 2 episodes of perforated duodenal ulcers which were treated with omental patch surgeries. Pain before and after the surgery has been controlled with proton pump inhibitors and analgesics. The likely diagnosis on the occassion is,"Zollinger–Ellison syndrome (gastrinoma) causing recurrent, complicated duodenal ulcers. Confirm with fasting serum gastrin, low gastric pH, and secretin stimulation test, and screen for MEN1.",0.5
4ee939cd-1023-4158-b8b7-cd9828023a9b,A 2-year old male child has been limping ever since he has started walking. Examination reveals a short right lower limb with limited abduction at the hip. the Trendelenburg sign is positive however telescopy is absent. The most probable diagnosis is-,"Developmental (congenital) coxa vara of the right hip. 
The painless limp since walking, limb shortening, limited abduction, and positive Trendelenburg with absent telescopy point to a located hip with abductor insufficiency typical of coxa vara.",0.9
a7478329-ac1f-47b2-927f-5735e0aaead3,"A 16-year-old girl comes to the hospital with chest pain and respiratory distress. On physical examination, the patient is sho of breath, wheezing and gasping for air. A prominent pansystolic hea murmur and a prominent third hea sound are heard on cardiac auscultation. An X-ray study of the chest shows marked enlargement of the hea. The patient expires despite intense suppoive measures. At autopsy, microscopic examination of the myocardium discloses aggregates of mononuclear cells arranged around centrally located deposits of eosinophilic collagen. What is the appropriate diagnosis?",Acute rheumatic carditis (rheumatic myocarditis) with Aschoff bodies from post-streptococcal rheumatic fever.,0.7
dc423b10-1aec-4ee0-a363-94c324772537,"A child develops non-blanching macules and papules on lower extremities, mild abdominal pain and skin biopsy showed IgA deposition. Most appropriate diagnosis is",Henoch–Schönlein purpura (IgA vasculitis).,1
