id,question,answer,score
559657ad-3013-4cd8-a5de-977c64f1bc29,A 35-years-old man Ramu has fasting and postprandial blood sugar within normal limit but urine sugar is 3 plus (+++). The diagnosis is -,"This could be a condition known as renal glycosuria, where the kidneys fail to reabsorb all the glucose they filter out, hence releasing sugar into the urine even when blood glucose levels are normal. However, a clinical investigation is required for an accurate diagnosis.",0.9
3482a701-1b4f-4386-9a3f-2546b61b054f,A patient has hyperphosphatemia with sho metacarpals and associated cataract The diagnosis is-,"The patient might have Pseudohypoparathyroidism, which is often associated with hyperphosphatemia, short metacarpals and cataracts.",1
eeb1375e-0a74-4f39-8f03-b12617254e94,A 45 year old lorry driver from Bihar presented with multiple necrotic ulcer which are painful on the penis. Tender inguinal lyphadenopathy was also present. What is the diagnosis ?,"The symptoms presented suggest a diagnosis of primary syphilis, specifically a form known as chancre.",0
0359a2bc-0169-4ed1-9548-643d377ac02c,"A male patient presented with agitation, restlessness and neck stiffness. He had undergone treatment for penile ulcer - 3 years back. Lab investigation used for prognosis of treatment:","The patient's symptoms suggest a neurological issue, possibly meningitis. A lumbar puncture (Spinal Tap) can be performed to diagnose. The past penile ulcer could indicate a history of STD like syphilis, which can eventually affect the nervous system; a blood test for syphilis (e.g., RPR or VDRL) might be relevant.",0.7
6148b507-70d7-450a-9dd0-22281730d504,"A 55-year-old female presents with abdominal pain, distension, ascites and dyspnea. Her CA 125 levels are elevated. The most likely diagnosis is;",The most likely diagnosis is ovarian cancer.,1
e6bb4cb9-9126-44b1-9606-b3dd5866db42,"patient complaints of pruritis of eye creases ,over the face after returning back from her sunflower field .most likely diagnosis is","The most likely diagnosis is allergic contact dermatitis, possibly due to exposure to sunflowers.",0.5
0b48cd60-9b0c-4b59-80f2-c03ecff229a5,What is the the most probable diagnosis of a child who presents with wrhite umbilicated lesions on face?,"The most probable diagnosis for a child with white, umbilicated lesions on the face is Molluscum Contagiosum, a common skin infection caused by a poxvirus.",1
9dda430b-251e-4761-aaba-8856ab311495,"A 15 year old male patient presents with the chief complaint of pain in abdomen. General examination reveals xanthomas present in clusters on back, buttocks and arms, legs. On percussion, hepatomegaly and splenomegaly can be appreciated. What is the most probable diagnosis for this child?","The most probable diagnosis for this child is likely to be Type 1 Hyperlipoproteinemia or Familial Hypercholesterolemia, a genetic disorder leading to high cholesterol levels and causing xanthomas and enlarged liver and spleen.",1
731dbce7-9289-4546-b95d-2703c359dd79,"What is the most likely diagnosis in a 25 year old male patient with jaundice and Serum Total bilirubin 21, in which direct is 9.6 and alkaline phosphatase 84 KA units?",This patient's presentation and labs may suggest a condition like hepatitis or gallstones because these conditions can cause increased total and direct bilirubin levels along with elevated alkaline phosphatase.,0.5
3ecb8273-7d8c-4241-8fb7-66ef0195e9d1,"Radiograph of mandibular 3rd molar shows fading of trabeculations and narrowing of canal in apical
region of tooth. What will be the diagnosis?","The described symptoms could indicate periapical pathology such as periapical abscess, granuloma, or cyst. Please consult a dental professional for accurate diagnosis.",0.5
1dcc8695-87ef-4166-a22b-b70930719712,A patient comes with fracture in symphysis and left angle region. What will be the treatment,"The treatment will typically involve surgical intervention to align and stabilize the fractured areas in the symphysis and left angle region, often achieved via open reduction and internal fixation. Pain management and physical therapy might follow.
",0.5
6989a4d8-c68b-47a1-90ae-87296d634a8a,"During the month of December, a middle-aged patient with chronically dry skin develops widespread coin-shaped lesions, which begin as itchy patches of vesicles and papules, later ooze serum and crust over. These are most numerous on the extensor surfaces of the extremities and on the buttocks. He says that some of the lesions have appeared to heal and then reappear at the same sites. Most likely diagnosis?","The most likely diagnosis is Eczema, more specifically Nummular (discoid) eczema which often appears as coin-shaped patches on the skin.",0.9
26ff843b-354a-43e5-afec-71ca38f2ac18,A 40 year old male presents with a painless cystic liver enlargement of four years duration without fever or jaundice. The most likely diagnosis is ?,"The most likely diagnosis is a hepatic cyst, a benign condition where fluid-filled sacs develop in the liver.",0.5
1a632391-af4c-4f40-989d-1c70580041fd,"3 year old child come in ER with Hv'o vomiting, loose watey motion for 3 days, on examination, child was drowsy, sunken eye. Hypothermia and skin pinch take time to revert back, diagnosis-","The child appears to be suffering from severe dehydration, likely due to gastroenteritis.",0.8
14eeaf4c-ff1c-4115-9ef8-40a3ad3487b5,"A child has microcephaly, Blue eyes, Fair skin, and Mental retardation, Ferric chloride test is positive. What is the likely diagnosis -","The likely diagnosis is Phenylketonuria (PKU).
",1
3bf6a9f9-68ee-4815-8fc9-e1514ef58b8f,"A 22-year-old man has features of arm span greater than height, subluxed lenses, flattened and dilation of the aortic most likely diagnosis is?","The most likely diagnosis is Marfan Syndrome.
",1
6f5b84b9-51f3-43d6-a388-dc859c7e8f5c,"A 25 year old women presents with a history of recurrent shortness  of breath and severe wheezing. Laboratory studies demonstrate that she a has a deficiency of C1 inhibitor, an esterase inhibitor that regulates the activation of the classical complement pathway. What is the diagnosis?",The diagnosis is Hereditary Angioedema.,0.95
7781d4c9-4a02-4243-b4cd-869aa2a581a6,A 50 year old male known case of myasthe-nia with erythemated shallow erosions with few blisters and scales. Oral mucosa is not involved. Immunopathology demonstrates IgG deposition on keratinocytes and auto antibodies against Dsg -1. The diagnosis is,"Pemphigus foliaceus, an autoimmune blistering skin disorder.",1
98f50dea-ece4-48b9-a810-b004a3fb42c5,A woman aged 60 yrs suffers a fall; her lower limb is extended and externally rotated; likely diagnosis is:,"The likely diagnosis is a hip fracture, specifically a femoral neck fracture.
",1
443e98ed-2398-487f-bd5c-2c5a5ad5b11d,"A patient started having sudden headache and vomiting and got unconscious, diagnosis is",These symptoms are serious and could indicate a condition such as brain hemorrhage or stroke. Immediate medical attention is required.,0.5
1a9e62c8-6167-476c-89dc-bfcc97f1b351,A 60-year old female presented with decreased movements for the last 2 years with rigidity and vertical large square wave jerks. The most likely diagnosis is?,"The most likely diagnosis is Parkinson's Disease, a progressive disorder of the nervous system that primarily affects movement.
",0
c3395cb7-1377-4652-92f2-e3585317a0c7,A 60 year-old have prolonged history of tobacco chewing presented with symptoms of weight loss and dysphagia. Esophageal biopsy was taken from a projectile mass in the esophagus which is shown below. What is your likely diagnosis?,"As an AI text-based assistant, I can't visually examine images or biopsies. However, given the patient's history and symptoms, they could possibly have esophageal cancer. It's important to confirm this with a healthcare professional.",0.5
8bf73fe1-0ef2-41f1-8212-718c5683405c,60 yr old male undergoes TURP. After 3 days patient develops altered sensitiveness and drowsiness. Most probable diagnosis is,"The most probable diagnosis is postoperative delirium, which is common in older adults following surgery. However, other conditions like electrolyte imbalance or infection should also be ruled out.
",0.5
deee3492-b517-4f1f-95d4-a0b61e45e967,"A four-year-old child presents with mild fever, malaise, purpura, arthritis, abdominal pain and microscopic hematuria. What would be the most likely diagnosis","The most likely diagnosis for these symptoms is Henoch-Schönlein Purpura (HSP), an inflammation of blood vessels in the skin, joints, intestines, and kidneys.",1
4a654366-b3d5-4264-ae78-ac2991f82b0b,A 20-year-old male presents with throat pain and easy fatigability of his voice. Indirect laryngeal examination revealed both cords approximately well but leaving a triangular gap in the interarytenoid. Your diagnosis is:,"The diagnosis could be Posterior Glottic Chink, a condition where there's an abnormal opening between the vocal cords near the larynx due to muscle tension and fatigue.",0.5
c5214ecb-eba5-491e-9b59-563fe024e54b,"A 88 years male patients presented with end stage renal disease with coronary artery block and metastasis in the lungs. Now presents with acute cholecystitis, patient's relatives need treatment to do something -","The patient would be treated for acute cholecystitis, which could involve surgery (cholecystectomy) or non-surgical treatments like antibiotics and pain management. However, due to his other health conditions, all treatment options should be discussed thoroughly with healthcare team.",0.6
c5c03b51-7849-45d2-86a7-7844337fe454,A 7-year-old child developed acute otitis media. He was treated with antibiotics for 10 days. His pain and fever subsided completely but still had conductive hearing loss. Your next line of treatment is:,The child should be re-evaluated for persistent middle ear effusion and potentially a referral to an otolaryngologist for consideration of tympanostomy tubes if hearing loss continues.,0.5
f79e5049-6556-45cf-bd61-6dba3adbc8ac,"A 3 year old female child develops umblicated nodules over face following a trivial viral infection, the probable diagnosis is :","The probable diagnosis could be Molluscum Contagiosum, a common viral infection causing skin nodules in children. 
",1
44a17ad3-a0f7-496b-8598-7b5bfc3dbb6c,"A boy is having diarrhea, rhinorrhoea, sweating & lacrimation. What is the most probable diagnosis:","The symptoms suggest a viral illness, possibly a common cold or the flu. However, a proper diagnosis would require further examination and potentially some tests by a healthcare professional.",0.1
eb278717-b522-4278-9cc4-c4f820855cbb,A patient came to the casualty with acute bronchial asthma after treatment of glaucoma. The probable drug may be,"The probable drug that might have led to acute bronchoma could be a non-selective beta blocker often used in glaucoma treatment, such as Timolol.",1
57f45c70-e1f3-4203-89bf-03fb60aa3d47,"A 35 - year - old man presents to the physician with arthritic pain in both knees along with back pain. He states that the pain has been present for months. The patient is afebrile, and his slightly swollen knee joints are neither hot nor tender to palpation; however the pain does restrict his motion. The cartilage of his ears appears slightly darker than normal. No tophi are present. A urine specimen is taken for analysis of uric acid content and turns black in the laboratory? While standing. What is the most likely diagnosis at this point?","The most likely diagnosis is Alkaptonuria, a rare genetic disorder that affects the metabolism of tyrosine, leading to a buildup of homogentisic acid which can darken the urine and also affect connective tissues, causing arthritis-like symptoms.",1
0c12e17a-c550-41b8-b689-de040b39f25d,A 22 year old female was brought to OPD with loss of speech from 2 days after her husband has slapped her. On examination cough reflex and laryngeal reflex were normal. The most probable diagnosis:,"The patient may be experiencing a psychological or functional speech disorder, possibly related to trauma or stress. This should be confirmed by a mental health professional.",0.5
4d6561ae-c692-49e0-b5ff-9c7027916ac5,"A patient was asked to protrude his tongue and salt was placed on the anterior 2/3rd of the tongue. This 
procedure is used for testing which nerve?","This procedure is used for testing the functioning of the facial nerve (cranial nerve VII), which is responsible for taste sensation in the anterior 2/3rd of the tongue.",1
e641f6c1-7be8-4512-9e3d-9703ed0ef32a,"A 49-year-old male who is a long-term smoker presents with frequency and hematuria. Histologic examination of sections taken from an exophytic lesion of the urinary bladder reveal groups of atypical cells with frequent mitoses forming finger-like projections that have thin, fibrovascular cores. These groups of atypical cells do not extend into the lamina propria and muscularis. No glands or keratin production are found. What is the most accurate diagnosis for this bladder tumor?",The most accurate diagnosis for this bladder tumor is papillary urothelial carcinoma.,0.5
d7d8b032-087a-48ab-881a-f298de217aa2,A girl on sulphonamides developed abdominal pain and presented to emergency with seizure. What is the probable diagnosis?,"The probable diagnosis could be Stevens-Johnson Syndrome, a severe reaction to sulphonamides, which can cause abdominal pain and seizures.",0.3
321c3077-4d76-47fa-9932-9aaeb3109a35,"A 6 yr old child has history of Birth Asphyxia does not communicate well, has slow mental and physcial growth, does not mix with people, has limited interests, gets widely agitated if disturbed, diagnosis is :","The symptoms described suggest a condition on the autism spectrum disorder, possibly combined with intellectual disability due to birth asphyxia. However, a professional diagnosis is necessary.",0.8
b45d5aab-6be2-4577-a534-ae15660b72ee,"A patient on treatment for leukemia, develops chest pain, pulmonary infiltrates and pleural effusion. The likely cause is",The likely cause could be a lung infection or a condition like pleural effusion related to the leukemia or its treatment.,0.5
ae53085f-0566-4d7b-bb23-4e4922c0408f,"A 4-year-old child is admitted with fever, non-purulent conjunctivitis, rashes, cervical lymphadenopthy, hepatomegaly and desquamation of fingers and toes. Echocardiography shows coronary aery aneurysm. What is the most likely diagnosis?",The most likely diagnosis for this child is Kawasaki Disease.,1
e177cacb-a1ee-4b3c-92e3-26aa54817587,You are the medical officer of a PHC in Kerala and you confirm the diagnosis of polio in one of your patients. This can be considered as:,This can be considered as a significant public health concern due to the infectious nature of polio and its potential for being an outbreak.,0.5
fb40d92b-ada4-4533-8393-ae8141657fd9,"A 35 year old HIV positive patient comes with intractagble diarrhea, crampy, abdominal pain and vomiting. Biopsy of small intestine was taken which shows cyst < 10 mm as given below. What is the appropriate diagnosis?","The description appears to be consistent with Cryptosporidiosis, an infection caused by Cryptosporidium parasites. This is common in HIV positive patients with low CD4 counts.",0.8
cfebfd0e-70e5-4158-80a1-03660da3803f,"A 6 year child presents with hepatosplenomegaly & generalized lymphadenopathy along with fever. The child developed a rash, after being administered ampicillin. What could be the possible diagnosis?","The symptoms mentioned point towards Infectious Mononucleosis, also known as mono or ""kissing disease"", often caused by Epstein-Barr virus. The rash is a common reaction to ampicillin in patients with mono.",1
ab0fceb8-0448-4a0e-9f21-1c95b82f5286,"12 year old with rapid increase in weight and Height over past one year presents with difficulty in sitting cross legged and squatting, knee would go into axilla every time she flexes her hip and knee, most likely diagnosis","The symptoms suggest a possible case of congenital hip dislocation or developmental dysplasia of the hip (DDH). However, a professional medical diagnosis is necessary.",0.2
c04a9769-7b74-4ce9-93c9-4202cf13b10e,Gold standard for diagnosis of osteoporosis ?,The gold standard for diagnosis of osteoporosis is Dual-energy X-ray absorptiometry (DEXA) scan.,1
f00bebd0-60b4-4c94-82f4-dc2a3c54f623,"A 62-year-old man with underlying COPD develops a viral upper respiratory infection and begins taking an over-the-counter decongestant. Shortly thereafter he experiences palpitations and presents to the emergency room, where the following rhythm strip is obtained. What is the most likely diagnosis?","Without the ability to view the rhythm strip, I cannot provide a specific diagnosis. However, over-the-counter decongestants can exacerbate underlying heart conditions leading to arrhythmias, such as atrial fibrillation or tachycardia in COPD patients. Please consult with a healthcare professional for a more accurate diagnosis.",0.7
16f040da-e2d1-43d8-beb4-5ea369e0891c,"An adolescent male presents with Hypokalemia, Metabolic Alkalosis, Hypercalciuria and Nephrocalcinosis. His Blood Pressure is normal. The likely diagnosis is:","The likely diagnosis is Bartter syndrome, a rare inherited renal disorder.",1
460b8ffa-6fa3-4526-87c3-142dac0b2a62,"A child born with microcephaly, chorioretinitis and intra cranial calcifiction. Most likely diagnosis is –",The most likely diagnosis is Congenital Toxoplasmosis.,1
b465f0d0-3ceb-4781-a48a-05f31368c6a5,"A girl presents with, primary amenorrhea, grade V thelarche, grade II pubarche, no axillary hair, likely diagnosis is:",The likely diagnosis is Androgen Insensitivity Syndrome (AIS).,0.5
31a01515-879f-4c58-9961-2f207cbda7f0,A 55-year old male had retero-sternal discomfort unrelated to physical exertion. Pain gets worse after lying down there is partial relief with antacids. The most likely diagnosis is-,The most likely diagnosis is gastroesophageal reflux disease (GERD) or heartburn.,0.5
958d3478-113e-42d7-baa1-1bb1006344d6,"A 30 year old male presented with itchy, papulovesicular lesions in the extensor aspect of elbows and knees. Biopsy of the lesion showed dermoepidermal blister with micro-abscesses. Immunofluorescence showed deposits of IgA in the tips of dermal papillae. What is the MOST likely diagnosis?",The most likely diagnosis is Dermatitis Herpetiformis.,1
a2529910-f834-4301-b9ef-4fa6532a6808,"A 31-year-old female presents to the department of surgery with a complaint of Bell's palsy, which had appeared a year earlier and had resulted in paralysis of muscles of one side of her face. The chief of plastic surgery recommends a nerve graft, taking a cutaneous nerve from the lower limb to replace the defective facial nerve. The surgery is successful. Six months after the procedure, there is restoration of function of previously paralyzed facial muscles. There is an area of skin on the back of the leg laterally and also on the lateral side of the foot that has no sensation. What nerve was used in the grafting procedure?",The nerve used in the grafting procedure was the Sural nerve.,1
d1102e85-5aef-403a-a806-1ccaaf7d8f66,"A 48-year-old woman presents with a 6-month history of intermittent cranial nerve palsy that has become progressively worse in the past 2 weeks. On examination, ptosis and diplopia are evident. Her condition shows a favorable response to the anticholinesterase inhibitory drug prostigmin (neostigmine). What is the most likely diagnosis?","The most likely diagnosis is Myasthenia Gravis, a neuromuscular disorder that causes muscle weakness, often presenting with symptoms like ptosis and diplopia, and responds well to anticholinesterase drugs like neostigmine.",1
1332ada1-35f2-4605-9613-489d21690563,A 45 year old lady is having persistent reflux symptoms. Most accurate investigation in establishing the diagnosis before surgical treatment is,The most accurate investigation for persistent reflux symptoms before surgical treatment is an esophageal pH monitoring.,0.9
9d649483-39b4-405a-ab4e-f800f5a8cb16,"A 23 year old tall male presents with complaints of absent pubic hair, axillary hair, infantile genitalia, high LH, FSH levels and XXY karyotype. What is the most probable diagnosis?",The most probable diagnosis is Klinefelter Syndrome.,1
594ead7d-706d-4cb0-b279-83c094a54297,"A 17-year-old boy presents to you with sweating, yawning, lacrimation, tachycardia. His friends repoed that he has been not attending college lately. The likely diagnosis is:",These symptoms are suggestive of opioid withdrawal.,0.9
903b2f25-dfb5-4a8e-9d40-a4b0a76af02c,"A patient has small, oval multiple ulcers in the oral cavity with red erythematous margins. The diagnosis is -","The symptoms suggest a condition known as Aphthous Stomatitis, also known as canker sores.",0.9
b794ae0a-b406-42b7-b68d-db9371533c18,A 20-year-old female received treatment for bronchial asthma. She noticed a mole recently. Which characteristic of mole carries a high risk for malignancy?,"Moles that change in size, shape, or color, have irregular borders or asymmetrical shapes, and larger than 6mm in diameter carry a high risk for malignancy.",0.5
a73faeec-c568-402a-a0d7-53eb55cd4719,what is the most likely diagnosis of a 55yrold female complaining of back ache,"As an AI, I can't make a diagnosis, but common causes of back pain in middle-aged adults can include muscle or ligament strain, arthritis, or disc problems. It's important for her to consult with a healthcare provider for a full evaluation.",0.5
94dde09b-b752-480b-9d91-149f95d23403,"A patient presents with symptoms of cough, hemoptysis, and glomerulonephritis. His C-ANCA levels in serum were found to be raised. The most likely diagnosis is","The most likely diagnosis is Granulomatosis with Polyangiitis (formerly known as Wegener's Granulomatosis).
",1
66d9970f-a59d-4379-b85b-877ed31565c5,"A 30 year old man has become suspicious that his wife is having an affair with his boss. He thinks his friend is also involved from abroad by providing support his friends tried to convince him but failed to do so. The patient is otherwise normal, doesn't have any hallucination or any other socially inappropriate behavior. The most likely diagnosis is","The most likely diagnosis is Delusional Disorder, specifically Jealous Type, given the patient's persistent false belief of his wife having an affair despite evidence to the contrary, without any other significant psychopathology.",0.8
26a48cd6-53d3-4452-8eea-3a6bf5236308,A 25-years-old male had severe headache followed by unconsciousness. CSF tap revealed red blood cells. Most likely diagnosis is -,"The most likely diagnosis is a subarachnoid hemorrhage, which is often characterized by a sudden, severe headache and can lead to loss of consciousness if blood enters the cerebrospinal fluid (CSF).",0.6
3e498716-4772-4faa-a052-8161e85c7ff0,"A patient complains of inability in reading a newspaper, paicularly in bright sunlight. What is the most likely diagnosis?","The patient may be suffering from macular degeneration, an eye disorder that affects the central vision.",0.5
59661dfa-2dfa-4861-ab23-dc28218625e9,"Ovarian cyst in postpartum patient, treatment is:","Treatment typically involves monitoring first, then medication or surgery if the cyst doesn't resolve or causes symptoms.",0.5
4d00942c-f84c-4c7c-8138-9c09226b2484,"1 month old baby has microcephaly, hepatoslenomegaly. His urine stained with Giema shows owl's eye inclusion bodies. What is the diagnosis",The baby has Cytomegalovirus (CMV) infection. The owl's eye inclusion bodies are characteristic of this viral infection.,1
9293a00c-d8ad-40e4-97bc-9ce37d425102,You treat a 27-year-old infertile patient with bromocriptine. What should be the diagnosis?,"The diagnosis could be Hyperprolactinemia or Prolactinoma, as Bromocriptine is often used to treat conditions related to high levels of prolactin hormone.",1
998b0fed-006b-47d0-89e1-748896afd1fc,What is the treatment of threshold ROP:,Threshold Retinopathy of Prematurity (ROP) is usually treated through laser therapy or cryotherapy to stop the abnormal blood vessel growth and prevent retinal detachment.,0.75
7fb5f6c3-5c05-426e-a408-349a3f687d5e,"A child with fever had multiple skin lesions, and on microscopic examination the skin lesions are seen to have neutrophilic and histiocytic infiltration in the dermis. What is the diagnosis?","The described symptoms may indicate Sweet's Syndrome, also known as acute febrile neutrophilic dermatosis. Please confirm with a healthcare professional.",1
045f9534-2b60-4d2a-8eab-679494476682,"A 65-year-old man with a long history of diabetes mellitus was hospitalized for treatment of an ulcer, which had been present on his left great toe for several months. Left sided below knee amputation was performed because of the inability multiple courses of oral antibiotics to resolve the ulcer, On the first postoperative day, he developed fever which worsened by day 2. His amputation stump was mottled with many areas of purplish discoloration, and the most distal areas were quite obviously necrotic. Crepitus was palpable up to his patella. An X-ray of the left lower extremity was done. What is the likely pathogen?","The likely pathogen is Clostridium perfringens, which is associated with gas gangrene, consistent with the symptoms and findings such as fever, necrotic tissues and crepitus (gas production) in the patient.",1
a8a22778-3992-4e50-8b28-1ec5e121eb9e,Gold standand for diagnosis of carotid body tumour is,The gold standard for diagnosis of a carotid body tumor is angiography.,0.5
2c32f9f7-0c3c-43f3-87fd-d7ebf1a0368c,Patient with recurrent pain over right cheek that increases on chewing and between attacks patient is otherwise normal. Most probable diagnosis is?,"The most probable diagnosis is Trigeminal Neuralgia, specifically affecting the maxillary branch of the trigeminal nerve.",1
c6c1259e-0878-4fe8-bb0a-d206a2d953e7,For what procedure is the instrument depicted in the diagram used?,"As an AI text-based model, I'm unable to view or interpret images or diagrams. Could you please describe the instrument?",0
e2ac36b8-252f-45b4-870c-c2fec52daa71,"A 50 year old man came to the neurology OPD with chief complaints of ataxia and abnormal eye movements. On examination, veical gaze palsy is seen. A MRI was performed . What is the possible diagnosis?","The possible diagnosis could be Progressive Supranuclear Palsy (PSP), as the patient exhibits key symptoms such as ataxia, abnormal eye movements, and vertical gaze palsy.",1
b19df3d0-3e9c-4346-b8fe-2e27dd0c51b5,"A psychiatric patient taking medication develops a tremor, thyroid enlargement and leucocytosis. Drug implicated is","The drug implicated could be Lithium, as it can cause side effects such as tremors, thyroid enlargement, and leucocytosis (increased white blood cells).",1
8cda0120-f2cb-424a-9e1b-b7f2295530d2,"A newborn child is presenting with regurgitation of all feeds and, develops coughing and cyanosis with feeding. Most probable diagnosis is","The most probable diagnosis is Tracheoesophageal Fistula, a congenital condition characterized by abnormal connection between the esophagus and the trachea.",0.5
395dab54-4052-4dfc-bd25-3824b892e82e,"A 45 year old female patient reports to the clinic with a history of pain with tooth 37. The tooth appears normal on clinical and radiographic examination except for the fact that pain occurs on biting on a hard object and then releasing the bite.

Immediate treatment of such a tooth involves","immediate treatment may involve palliative care for pain management and potentially an occlusal adjustment or root canal treatment, if a diagnosis of cracked tooth syndrome is confirmed.",0.5
0eb7ac60-9d37-4ff2-94c7-30d3a6a9864e,"A 61 year old female presents with recurrent pneumonia, regurgitation of food and feeling of fullness. Most probable diagnosis is?","The most probable diagnosis is Achalasia, a condition affecting the esophagus that makes it hard for food and liquid to pass into the stomach.",0.5
dd05e9c6-00f5-4145-9830-a7dd90e1adc4,"A 6-year-old child presents with abnormal twitching of the face during sleep, which is noticed by the mother. EEG shows spikes over the centro temporal area. What is the diagnosis?","The diagnosis is likely benign rolandic epilepsy, also known as benign centrotemporal epilepsy.",1
77a7e88b-34c5-49ad-a211-59948c56558a,An 81-year-old woman presented with a 1-week history of vomiting. What is the diagnosis?,"As an AI, I can't diagnose medical conditions. However, the symptoms could relate to various health issues like gastroenteritis, food poisoning, or a digestive disorder. A healthcare professional should be consulted for proper evaluation.",0.1
42208526-ae64-4b2d-b9d3-011ba254c715,"The treatment of a patient with myocardial infarction is thrombolytic therapy, if the patient presents within hours of chest pain:","Yes, thrombolytic therapy is used to dissolve clots in the coronary arteries and restore blood flow in a patient with myocardial infarction, especially if the patient presents within a few hours of chest pain onset.",0.9
91fb895a-3e3a-48e5-8afb-18176ecc2aac,A retroviral positive patient presents with frequent diarrheal episodes. Stool examination reveals acid-fast oocyst of size 4-6 microns. What could be the probable diagnosis?,"The probable diagnosis could be Cryptosporidiosis, a parasitic infection caused by Cryptosporidium species.",0.8
e16bfaef-2509-4bcf-83c0-56a00648cc55,"A female patient aged 45 years has multiple non-carious lesions and c/o sensitivity. On examination deep cervical abrasions are seen in all posterior teeth. Intra oral sinus is evident w.r.t. 24 & 25. Gingival recession is present in mandibular anterior teeth with gingival inflammation and bleeding on probing.

What is the treatment required for 24 &25","The teeth numbered 24 & 25 require treatment typically consisting of root canal therapy or endodontic treatment due to the presence of an intra oral sinus, suggesting an underlying infection in these teeth.",1
a531615c-c927-41f4-bcac-2c2332cb3d47,"A 40 year patient is having high grade fever associated with abdominal pain in right upper quadrant, with hepatomegaly and liver dullness on percussion. There is history of recent travel. Clinical diagnosis is:","The clinical diagnosis could be Hepatitis, possibly a type contracted during travel such as Hepatitis A.",0.5
30a1e57b-ea6c-4c7b-85d3-1ee976c4429d,"A 45 years old female patient presented painless supraclavicular lymph adenopathy. Biopsy revealed hinucleated acidophilic owl eye appearance with floating lymphocytes in empty space, which was CD 15, CD 30 positive. What is the most probable diagnosis?",The most probable diagnosis is Hodgkin's lymphoma.,0.7
3bec1100-b202-43d3-9089-93db6dc7c9f1,A 23 year old boy with schizophrenia is well maintained on risperidone for the last 2 months. He has no family history of the disease. For how long will you continue treatment in this patient?,"The treatment for schizophrenia is usually lifelong as it is a chronic condition. However, the exact duration should be determined by the treating psychiatrist based on the patient's symptoms and response to medication.",0.5
022f04c8-4418-429a-84ca-4d0271faa87b,A man with intermittent hiccups feels that he is about to die because he is suffering from gastric cancer. All his radiological investigations prove the contrary. Which is the most probable diagnosis?,"The most probable diagnosis could be a case of anxiety or panic disorder, as this can cause physical symptoms and feelings of impending doom despite no physical evidence of serious illness. However, persistent hiccups should also be investigated by healthcare professionals to rule out non-psychological causes.",0.7
9e9f74e8-cc69-44ac-a299-707bd9071b8b,"Blood in urine in a patient in labour, with history of previous LSCS. The diagnosis is:","The possible diagnosis could be bladder injury or trauma, potentially related to the previous Lower Segment Cesarean Section (LSCS). However, it's essential for a healthcare provider to confirm this.",0.5
98c6d3b5-63b0-4d46-8e38-0c141633ed78,28 year old pregnant female came to you with complaints of brownish pigmentation on the bridge of nose and cheek. She noticed it after returning from her vacation at beach. There is no pain or itching at the affected site. What is your most likely diagnosis?,"The most likely diagnosis is melasma, also known as the ""mask of pregnancy,"" which is a common condition manifesting as brown patches on the face, often triggered or worsened by sun exposure.",0.8
9d472e94-b47a-4069-ad93-a6dcd5c67af6,"A 28-year-old male patient is brought to casualty in comatose state with pin-point pupils, reduced respira- tory rate and bradycardia. Most likely diagnosis: UPSC 09; CMC (Vellore) 14","The most likely diagnosis for the patient is opioid overdose, which can cause pinpoint pupils, reduced respiratory rate, and bradycardia.",0.95
98c93ab4-4db1-426e-8fb9-9eeb6da5bab5,A 40 years old P4+2 female has been diagnosed to have H.mole. The treatment would be:,The primary treatment for a hydatidiform mole (H.mole) is typically dilation and curettage (D&C) to remove the mole from the uterus. Follow-up monitoring will also be needed.,0.5
db5c0609-fe45-4d78-a436-5cfe28884bad,"An elderly man with ataxic hemiparesis, diagnosis is","Ataxic hemiparesis often indicates a lesion in the brain, possibly due to conditions like stroke or multiple sclerosis. However, a definitive diagnosis requires medical evaluations such as neuroimaging studies.",0.5
5f42e5a3-36d8-406e-9348-ce5489bb4b52,"A female patient presents with reddish vagina and greenish discharge, the probable diagnosis is :",The probable diagnosis could be Bacterial Vaginosis or Trichomoniasis. It's important she consults her healthcare provider for an accurate diagnosis.,0.5
f7dcea5f-70b4-436e-b059-a95615d50011,A 45 year old male presented to emergency with complaint of chest pain associated with swallowing a piece of meat. He repos similar episodes over the past 3 years. But today's episode was the most severe. He doesn't give a history of regurgitation other than these episodes or heaburn symptoms. There is no difficulty in liquid intake and has not had any weight loss. Probable diagnosis in this case is?,"The probable diagnosis in this case is likely esophageal dysphagia, specifically a condition like esophageal stenosis or a possible esophageal stricture.",0.5
be412b96-a2dd-4aa6-af4d-1997a9d6e181,A 35-year-old HIV-positive man comes to you with a 6-month history of progressive memory loss and incontinence. He is taking zidovudine and a protease inhibitor. Examination demonstrates deficits in cognitive and fine motor control functions. Lab shows a CD4 cell count of 25/mm3. MRI studies reveal moderate brain atrophy but no focal lesions. LP shows no CSF abnormalities. Most likely diagnosis,"The most likely diagnosis is HIV-Associated Dementia (HAD), also known as AIDS Dementia Complex, which can occur in advanced HIV infection with a low CD4 count.",0.5
a28e66a8-d0d0-4cc3-a13d-5bb819bf719e,A patient presents with decreased vital capacity and total lung volume. What is the most probably diagnosis?,The patient's symptoms suggest a restrictive lung disease condition such as pulmonary fibrosis or pneumonia.,0.5
