id,question,cop,opa,opb,opc,opd
5520efd8-a1aa-4c99-b4d1-d6171feab320,"Immediately after eating, a man develops swelling of face and lips, respiratory distress, intense pruiritis, hypotension and feeling of impending doom. The most likely diagnosis is",1,Angioneurotic Edema,Anaphylaxis,Myocardial Infarction,Food stuck in throat
66f993dd-24e9-4c00-849e-0231b57d182f,"A 40 years old female presents with fever, fatigue, diffuse painful swelling in the midline of the neck. FNAC revealed epitheloid cells & giant cells. What is the most likely diagnosis?",1,Acute thyroiditis,Subacute thyroiditis,Tubercular lymphadenitis,Hashimoto's thyroiditis
155b584a-cb76-429c-b696-16b463ed5d33,"A nine month old boy of Sindhi parents presented to you with complaints of pregressive lethargy, irritability & pallor since 6 months of age. Examination revealed severe pallor. Investigation showed Hb-3.8 mg%; MCV-58 fl; MCH-19.4 pg/ cell. Blood film shows osmotic fragility is normal (target cells and normoblasts). X-ray skull shows expansion of erythroid marrow. Which of the following is the most likely diagnosis -",0,Iron deficiency anemia,Acute lymphoblastic anemia,Hemoglobin D disease,Hereditary spherocytosis
f94a2ef7-2c2d-4a2f-b40d-4d4a9999aef3,A patient diagnosed to have bronchiectasis develops features of nephrotic syndrome. What is the most probable diagnosis ?,2,SLE,Cystic fibrosis,Amyloidosis,HIV
4df54b4b-60b1-4477-8005-4e23548fa216,Monthly dose of treatment of vitamin A deficiency in 10 kg child who is 2 years old is -,3,5000 IU,100000 IU,150000 IU,200000 IU
fbe6fe19-9aec-4d83-aa74-1b9cf22116ff,A 5-day-old child presents with intractable seizures. He had rashes all over the body. Blood examination showed hyperammonemia and lactic acidosis. The probable diagnosis is –,0,Organic aciduria,Mitochondrial encephalopathy with lactic aciduria,Phenylketonuria,Urea cycle enzyme deficiency
3d75555c-1759-4745-9a02-98ea79d3a905,"A 26 year old man complains of abdominal distension, swelling of the legs and easy fatigability. His blood pressure is 90/70 mm Hg and pulse becomes difficult to feel on inspiration. JVP is grossly elevated and rises further on deep inspiration. He has pedal edema, ascites and tender hepatomegaly. Precordium is quiter with loud and some what early apical third heart sound. The probable diagnosis is -",2,Cor Pulmonale,Tricuspid steno sis,Constrictive pericarditis,Pulmonary stenosis
c73ae72a-80f1-41e6-b08d-00031da81fbf,"A 63-year-old woman with chronic bronchitis presents with shoness of breath. A chest X-ray reveals a 2-cm ""coin lesion"" in the upper lobe of the left lung. A CT-guided lung biopsy is obtained. Which of the following describes the histologic features of this lesion if the diagnosis is hamaoma?",1,Benign neoplasm of epithelial origin,Disorganized normal tissue,Ectopic islands of normal tissue,Granulation tissue
42ede079-f302-4dd6-b7ee-3c96063a3203,"A 31-year-old female patient complains of bilateral Impairment of hearing for the past 5 years. On examination, tympanic membrane (TM) is normal and audiogram shows a bilateral conductive loss. Impedance audiometry shows AS type of curve and absent acoustic reflex. All constitute part of treatment except:",3,Hearing aid,Stapedectomy,Sodium fluoride,Gentamicin therapy
f1d7f52e-1363-469d-8903-2c03ffd5324f,A patient with pneumonia for 5 days is admitted to the hospital in altered sensorium. He suddenly ceases to recognize the doctor and staff. He thinks that he is in jail and complains of scorpion attacking him. His probable diagnosis is,1,Acute Dementia,Acute delirium,Acute schizophrenia,Acute paronia
c48e7250-e21e-4bc0-b475-97b641ce7d62,A 29 year old anxious lady presents with a history of progressive breathlessness and exercise intolerance since four months. Her FVC is 90% and FEV I / FVC is 86%. Oxygen saturation after exercise was observed to drop from 92% to 86%. What is the likely diagnosis :,1,Primary alveolar hypoventilation,Primary pulmonary hypeension,Anxiety disorder,Interstitial lung disease
e37eee79-81e9-4a0a-9e09-ea20e38bb6ab,A 55 year old male presented with history suggestive of FUO. He had mutiple firm discrete cervical lymphadenopathy. Serum angiotensin conveing enzyme was elevated in this patient. It point to the diagnosis of:,2,Non hodgkins lymphoma,Kikuchi disease,Sarcoidosis,Chronic lymphocytic leukemia
325ee46e-f74d-4a41-8db1-b8295e3fcd56,"An 18-year-old man develops excessive bleeding 2 hours after wisdom tooth extraction. He has a history of easy bruising after playing sports, and of minor cuts that rebleed. His examination is normal, except for the tooth extraction site, which is still oozing blood. His hemoglobin is 14.8 g/dL, platelets 230,000 mL, PT is normal, and partial thromboplastin time (PTT) is elevated. A bleeding time is normal, factor VIII level is reduced, factor IX is normal, and ristocetin cofactor assay is normal.For the above patient with a bleeding disorder, select the most likely diagnosis.",1,von Willebrand disease,hemophilia A,hemophilia B,thrombotic thrombocytopenic purpura (TTP)
e49e401d-2bda-4d4b-92c6-d8143854347f,An elderly male with hea disease presents with sudden loss of vision in one eye; examination reveals cherry red spot; diagnosis is:,1,Central retinal vein occlusion,Central retinal aery occlusion,Amaurosis fugax,Acute ischemic optic neuritis
fcaff31f-4a9a-42cd-9b7f-f6e467b3db62,A man coming from mountain whose wife died 6 months prior says that his wife appeared to him and asked him to join her. The diagnosis is:,0,Normal grief,Grief psychosis,Bereavement reaction,Supernatural phenomenon
3e3906fb-5626-4610-ba7d-2bcfe81b1d64,Which of the following would be the best treatment for a 2 cm thyroid nodule in a 50 year old man with FNAC revealing it to be a papillary carcinoma,2,Hemithyroidectomy,Subtotal thyroidectomy with modified neck dissection,Near total thyroidectomy with central neck dissection,Hemithyroidectomy with modified neck dissection
23630e8e-bc2f-460f-85d1-9e3d350e8c8f,"Semen examination of a man showed counts of 25 million/cu.mm, volume - 1.5 ml; motility - 15%; Morphology - 15%. What is the diagnosis?",1,Azoospermia,Asthenospermia,Oligospermia,Teratospermia
4fb7056d-3552-42c3-845e-f76678010b17,"25 year old male noticed progressive weakness of both lower limbs mainly in the proximal region following an episode of acute gastroenteritis. He was admitted in a teiary care centre on the same day. Weakness later progressed and involved the both upper limbs. During clinical examination, the physician noticed, bilateral LMN type facial nerve involvement, weakness of all the four limbs with grade 1 power, absent deep tendon reflexes and flexor plantar response. As he developed difficulty in breathing, he was suppoed with a ventilator. He remained fully conscious during these days and bowel and bladder function was intact. What would be the first differential diagnosis in this scenario?",3,Acute arsenic poisoning,Toxic neuropathy,Large midline meningioma,Acute inflammatory demyelinating neuropathy
55ff7a9a-7d56-4166-9373-a34d702ca8cd,A new born child has not passed meconium for 48 hours. What is the diagnostic procedure of choice?,1,USG,Contrast enema,CT,MRI
d69f4de3-e358-4335-af72-b0d95fb9d515,"A middle aged man presents with progressive atrophy & weakness of hand & forearms. On examination he is found to have slight spasticity of the leg, genera-lized hyperreflexia and increased signal in the coico-spinal tracts on T2 weighted MRI. The most likely diagnosis is:",1,Multiple Sclerosis,Amyotrophic lateral sclerosis,Subacute combined degeneration,Progressive spinal muscular atrophy
209078e5-a840-4b20-9289-93cf0428890c,Needle biopsy of solitary thyroid nodule in a young woman with palpable cervical lymph nodes on the same sides demonstrates amyloid in stroma of lesion. Likely diagnosis is,0,Medullary carcinoma thyroid,Follicular carcinoma thyroid,Thyroid adenoma,Multi nodular goitre
ad52d3cb-fb3a-49a0-8158-106f04a68ed4,"An AIDS patient complains of headaches and disorientation. A clinical diagnosis of Toxoplasma encephalitis is made, and Toxoplasma cysts are observed in a brain section. Which of the following antibody results would be most likely in this patient?",1,"IgM nonreactive, IgG nonreactive","IgM nonreactive, IgG reactive (low titer)","IgM reactive (low titer), IgG reactive (high titer)","IgM reactive (high titer), IgG reactive (high titer)"
e2c0d1b9-3e76-436a-919e-29d0ad6f3cf0,"In a clinical trial, blood pressure was measured between in a group of patients before and after treatment, which of the following test will be suitable as at test of significance?",0,Paired t-test,Mann Whitney U test,Student test,ANOVA
7219bc39-7c99-4ca8-9184-26f11bb74456,A young girl is admitted with joint pains and butterfly rash and positive urine proteinuria. The best test for her diagnosis is ?,0,Anti ds-DNA antibody,Anti-centromere antibody,Antibodies to RNP,Antibodies to tRNA synthetase
ed8763d8-02a9-4ca4-953e-f5195160ade2,"A 23-year-old man complains of intermittent double vision and fatigue. The symptoms are worse at the end of the day, and he has stopped working as a courier because of easy leg fatigue and weakness. He finds that the symptoms improve with resting. On physical examination, there is weakness of the eyelids, masticatory muscles, and thigh flexors. Having him look up at the ceiling for a long time brings on his double vision. There is no sensory abnormality, and reflexes are normal. Which of the following treatments is contraindicated in this patient?",0,anticholinergic drugs,surgery,plasmapheresis,cyclophosphamide
1431c4b9-245a-45ac-a729-a64eb20da536,The preferred bypass procedure in case of nonresctable carcinoma of head of pancreas is,3,Cholecystojejunostomy,Cholecystogastrostomy,Choledochoduodenostomy,Choledochojejunostomy
a4688063-9f18-4a69-a323-878f22107eb5,"A 40 year old male Raghu, is brought to psychiatric OPD with complaints of 6 months of odd and disorganized behavior. He also hears voices commenting about him. The likely diagnosis is",0,Schizophrenia,Delusional disorder,Major depression,Conversion disorders
b6a3c6a2-5610-4783-9192-36e3ce396b51,A 21-year-old woman with moderately severe asthma on three-drug treatment has elevated liver function tests thought to be caused by one of her medications. Which drug is causing this adverse effect?,1,Chromone agent,Lipoxygenase inhibitor,Leukotriene receptor antagonist,Methylxanthines
bd2c57d8-5e62-4210-a323-946e7c2ba786,A patient with violent behaviour and agitation was diagnosed as schizophrenia and was prescribed haloperidol. On third day he developed rigidity and was unable to move his neck that fixed his stare to one side. Which of the following drugs can be used for treatment of this patient?,1,Increase dose of haloperidol,Promethazine,Risperidone,Diazepam
c668e265-5b17-4373-b0e8-9a3a4710867b,"A child died soon after bih. On examination, there was hepatosplenomegaly and oedema all over the body. Most probable diagnosis is -",1,Beta Thalassemia,Alpha Thalassemia,Hereditary spherocytosis,Sickle cell anemia
adc4097a-c6ea-4112-9839-0c6fdf4223af,"A 27-year-old woman complains of double vision and fatigue at the end of the day. Further history reveals difficulty in chewing food, and some weakness in climbing stairs. She has stopped running because of easy leg fatigue and leg weakness. The symptoms improve with resting.On examination, there is weakness of the eyelids, masticatory muscles, and thigh flexors. Her handgrip decreases with repetitive action. There is no sensory abnormality, and reflexes are normal. Which of the following is the most likely diagnosis?",1,hypercalcemia,myasthenia gravis,multiple sclerosis,thyroid storm
f24c0898-1a63-4a52-bd94-abacb646ba6b,"A 31 year old female patient complains of bilateral impairment of hearing for the 5 year. On examination, tympanic membrane is normal and audiogram shows a bilateral conductive deafness. Impedance audiometry shows As type of curve and acoustic reflexes are absent. All constitute pa of treatment, except:",3,Hearing aid,Stapedectomy,Sodium fluoride,Gentamicin
10b8ff0a-426d-4620-a09c-cc3133ad4deb,What is the most-likely diagnosis of a 26 day old infant presenting with recurrent nonbilious vomiting with constipation and loss of weight?,3,Esophageal atresia,Annular pancreas,Heal atresia,Pyloric stenosis
bcd89380-5be1-414b-a4b6-37650d122fe5,"A 8 year old girl from Bihar presented with three episodes of massive hematemesis and melena. There is no history of jaundice. On examination, she had a large spleen, non-palpable liver and mild ascites. Poal vein was not visualised on ultrasonography. Liver function tests were normal and endoscopy revealed esophageal varices. The most likely diagnosis is:",3,Kala azar with poal hypeension,Poal hypeension of unknown etiology,Chronic liver disease with poal hypeension,Poal hypeension due to extrahepatic obstruction
da605a03-a9dd-4f10-b83e-c174a7c6e61f,"A 37 year old man is admitted to the hospital with shoness of breath, cyanosis, and fever. Chest x-ray films reveal consolidation of the right lower lobe with relative sparing of the remaining lobes.A clinical diagnosis of lobar pneumonia is made and suppoed by the results of sputum cultures. Which of the following is the genus of the bacterium most likely to be isolated from this patient's sputum?",2,Haemophilus,Klebsiella,"Streptococcus, alpha-hemolytic","Streptococcus, beta-hemolytic"
8b6deef5-f61d-4577-bfa1-c0af373a7efa,"A 60 year old woman presents with generalized edema, skin ulceration and hypeension. Urine examination shows subnephrotic proteinuria (< 2gm) and microscopic haematuria. Serum complement levels are decreased and she is positive for anti- hepatitis c antibodies. The likely diagnosis is -",1,PSGN,Essential mixed cryoglobulinemia,Membrano proliferative glomerulonephritis,Focal segmental glomerulosclerosis
179561e4-1703-42e6-8da5-d241a6840aba,What could be the most appropriate provisional diagnosis for multiple nodular exophytic reddish lesions of oral mucosa in an AIDS patient?,3,Hemangioma,Focal epithelial hyperplasia,Acute pseudo-membranous candidiasis,Kaposi's sarcoma
d3f7d064-a350-4372-91c2-77c9f58f0fe8,A17 yeans old girl w ho was evaluated for short height was found to have an enlarged pituitary gland. Her T4 was low and TSH was increased. Which of the follow ing is the most likely diagnosis?,3,Pituitary'adenoma,TSH-secreting pituitary tumour,Thyroid target receptor insensitivity,Primary' hypothyroidism
5fd4a8c6-444c-41df-a4f4-a925d4fcc6b5,"A 6 year old child has history of birth asphyxia does not communicate well, has slow mental and physical growth, does not mix with people, has limited interest, gets widely agitated if disturbed, diagnosis is –",1,Hyperkinetic child,Autistic disorder,Attention deficity disorder,Schizophrenia
67aaa898-13c4-4660-bee0-1a007e2139f5,"A 10 year old child presents with fever since 24 hours. History reveals 3 episodes of chest infection and passage of bulky, foul smelling stools. The most probable diagnosis is-",0,Cystic Fibrosis,Maple Syrup urine Disease,Bilirubin Congugation Defect,Criggler Najar Syndrome
63dda5e9-6ca9-4a9d-86df-93a4589165cc,A 25 year old overweight female was given fentanyl-pancuronium anesthesia for surgery. After surgery and extubation she was observed to have limited movement of the upper body and chest wall in the recovery room. She was Conscious and ale but voluntary respiratory effo has limited. Her blood pressure and hea rate were normal. The likely diagnosis is,0,incomplete reversal of pancuronium,Pulmonary embolism,Fentanyl induced chest wall rigidity,Respiratory depression
dce752c3-203a-429a-be2a-5cdfe5942005,"What is the treatment of choice in a 6 year old child with recurrent UI with mouth breathing having high arched palate, impaired hearing and growth failure?",3,Tonsillectomy,Grommet inseion,Myringotomy with grommet inseion,Adenoidectomy with grommet inseion
b81a2863-d666-4c59-8e5b-0d4a023a5813,A young man following A presented with proptosis and pain in right eye after four days. On examination there is bruise on forehead and right eye. What is the diagnosis:,2,Cavernous sinus thrombosis,Internal carotid aery aneurysm,Carotico-cavernous fistula,Fracture of sphenoid
567c5994-94ec-42c1-ad21-ebd628503741,"An infant presents with lethargy, frontal bossing and bowing of legs.  X-ray shows widening of epiphysis.  What is the diagnosis?",1,Scurvy,Rickets,Osteomalacia,Osteopetrosis
fe0d38dc-d543-4908-875e-70efd19b9cbb,An 11 year old 70 kg. child presents with limitation of abduction an internal rotation. There is tenderness in scarpas triangle. On flexing the hip the limb is abducted. The diagnosis is -,1,Perthes disease,Slipped capital femoral epiphyses,Observation hip,Tuberculosis hip
181f9a33-9814-4973-867c-9b16cbbc9340,A 15-year-old girl complains of itchy skin lesions of 6 months in duration. Physical examination reveals numerous wheal-like lesions with small vesicles over her elbows and knees. A skin biopsy demonstrates inflammation in the tips of the dermal papillae and subepidermal vesicles. Which of the following histopathologic findings would provide the best evidence to support a diagnosis of dermatitis herpetiformis in this patient?,1,Horn and pseudo-horn cysts,IgA deposits in dermal papillae,Koilocytotic change,Micro abscesses in the stratum corneum
bb4429fe-85c2-46de-9711-e9cd3c9584eb,"A 6 year old mentally retarded male patient presents with hepatosplenomegaly, coarse facial features, corneal clouding, large tongue, prominent forehead, joint stiffness, short stature and skeletal dysplasia. What is the diagnosis?",0,Hurler’s Disease,Hunter Disease,Natowicz syndrome,Maroteaux-Lamy syndrome
89f62869-ff31-4c75-aa03-8b40e48561ed,A child with central cyanosis and enlarged left ventricle the probable diagnosis is -,0,Tricuspid atresia,Eisenmengher's syndrome,Tetralogy of fallots,Anomolous pulmonary aery
a0e676d4-d5c5-426f-b443-67e8b3ae1b86,"A 60-year-old man with a 20-year smoking history is brought to the physician by his daughter because of altered behavior over the past week. She says that her father’s personality has changed. He has had a productive cough over the past month, for which he is taking over-the-counter medications. He is not a drug addict, diabetetic or hypertensive. Physical examination shows multiple bruises on the skin and hyper-pigmented spots on the buccal mucosa and the back of his neck. His blood pressure is 160/90 mmHg, and pulse is 70/mm. Laboratory studies show random blood sugar of 224 mg/dL, serum sodium of 140 mEq/L, serum potassium of 2.0 mEq/L, and serum bicarbonate of 27 mEq/L. 
Which of the following tests is most likely to be abnormal in this patient?",0,CT chest,MRl brain,Plasma metanephrine Ievels,Renal Doppler
4f909b57-9997-4dcf-a972-b7d5e8f3687a,"A 45 years old male patient comes to OPD with cough and diarrhea since last 3 weeks. On diagnosis he is found to be HIV positive with Tuberculosis, Next line of management should be:-",0,Sta ATT followed by A,Sta A followed by ATT,Sta ATT,Sta A then sta ATT after 6-8 weeks
45ab2412-6362-49d8-b7dd-dbf406231dd0,You have been asked to consult in the treatment of an 80-year-old patient. An antimuscarinic drug is being considered. Atropine therapy in the elderly may be hazardous because:,0,Atropine can elevate intraocular pressure in patients with glaucoma,Atropine frequently causes ventricular tachycardia,Urinary retention may be precipitated by atropine in women,The elderly are paicularly prone to develop dangerous hypehermia when given Atropine
347bcdc6-ef32-4fca-9e3d-1f086c2d2f31,"A child presents with recurrent fracture, hearing problems and joint laxity. What is the most probable diagnosis?",0,Brittle bone disease,Marble bone disease,Osteopetrosis,Achondroplasia
cca97821-9e80-4e51-ac2f-a77079835c82,A patient came to the casualty with acute bronchial asthma after treatment for glaucoma .the probable drug maybe,0,Timolol,Betaxolol,Latanoprost,Anticholinesterase
3c5a316d-0500-4b08-ab06-a4a5edc0286a,"A middle aged patient presents with complaint of right hypochondrial pain. On plain chest x ray, elevated right hemidiaphragm is seen. All of the following are possible diagnosis except:",0,Acute cholecystitis,Subphrenic abscess,Amebic liver abscess,Pyogenic liver abscess
9eabb046-348b-4eee-a67e-c45defe58775,Your patient is 4 years old. The maxillary right primary central incisor was traumatically avulsed 60 minutes ago. What is the treatment of choice?,3,"Replant, splint, primary endo","Replant, splint, formocresol pulpotomy","Replant, no splint, primary endo",None of the above
0ff1bdbf-6f30-4dea-af3f-fb41a2796216,The following treatment options are useful in the management of Guiilain-Barre Syndrome except,1,Intra-venous immunoglobulin,Intra-venous methotrexate,Plasmapheresis,Physical medical rehabilitation
3f21df6d-9a4b-4224-98fb-f206fd638b35,"A 27-year-old man presents to a dermatologist because his skin has become chronically itchy. He has also been experiencing chronic, progressive fatigue. On physical examination, no specific skin lesions are seen, but the patient is noted to be mildly jaundiced. Serum chemistry tests demonstrate elevated serum alkaline phosphatase and bilirubin with minimally increased transaminases. He was fuher referred to a surgeon. Endoscopic retrograde cholangiography demonstrates multiple sho strictures and saccular dilatations involving the intrahepatic and extrahepatic bile ducts. Which of the following is the most likely diagnosis?",3,Ascending cholangitis,Bile duct tumor,Primary biliary sclerosis,Primary sclerosing cholangitis
3ef8bafe-90c5-4fcd-8fd6-1660234e097d,A 23-year old patient diagnosed with stage IA malignant ovarian germ cell tumour. Which of the following would be the standard treatment? NOT RELATED- GYN,2,Unilateral oophorectomy,Bilateral oophorectomy and hysterectomy,Unilateral oophorectomy followed by chemotherapy,Ovarian biopsy followed by chemotherapy
1517a81e-ec52-4394-9c99-8d532dbc1c91,An elderly male with history of parkinsonism on treatment with levodopa visited your clinic complaining of tremors for which dopamine agonists ropinirole was added and slowly dose increased in subsequent visits but without much response and tremors persisted. What will be the appropriate next step in treatment?,2,Stop ropinirole and add another dopamine agonist,Add MAO B inhibitors,Add trihexyphenidyl,Refer to neurosurgeon
d8c809ec-14ff-4ecf-bb1d-3ccba488b895,The most common dental procedure contributing to vertical root fracture is,1,Prosthodontic treatment,Endodontic treatment,Periodontal treatment,Orthodontic treatment
99f9092c-1c94-449a-89f4-f386cef966da,"A 50 year old lady presented with history of pain upper abdomen, nausea, and decreased appetite for 5 days. She had undergone cholecystectomy 2 years back. Her bilirubin was 10 mg/dl, SGOT 900 IU/I SGPT 700 IU/I and serum alkaline phosphatase was 280 IU/I. What is the most likely diagnosis -",2,Acute pancreatitis,Acute cholangitis,Acute viral hepatitis,Posterior penetration of peptic ulcer
81bd1ec0-b241-4b22-ba91-e6b3278c2ff6,What is the the most probable diagnosis of a child who presents with white umbilicated lesions on face?,0,Molluscumcontagiosum,Herpes simplex infection,Erythema toxicumneonatorum,Human pappiloma virus infection
c7413f34-bd7b-4d6f-989b-56611e8f4149,A 1 yr old child is with normal intelligence with features of hypotonia. On examination there are tongue fasciculations and he keeps his body in a frog like position and also loss of reflexes. Give the most probable diagnosis?,3,Guillain Barre Syndrome,Limb girdle atrophy,Down's syndrome,Spinal muscular atrophy
e42e95c5-8a86-48f2-8548-fb8f8960cfe7,"A 9-year-old boy is brought with history of decreased urine output, cola colored urine and swelling of the face and hands, of 2 days duration. He is hypeensive, has a puffy face and pitting edema of the lower limbs. He has history of skin lesions 4 weeks earlier. A diagnosis of post streptococcal glomerulonephritis is made. ASO titers are likely to be?",1,Elevated,Not elevated,Increased progressively over 2 weeks,"Initially elevated, rapidly fall in 3-4 days"
d3b7e531-108d-43c8-b846-e85a32301358,"Thrombolytics can provide relative moality reduction in the treatment of acute myocardial infarction, if patient comes within:",0,6 hours,12 hours,18 hours,24 hours
2ef82131-668e-4eac-92fd-2b82b2de2e0c,"If a 5-year-old child suddenly develops stridor, which one of the following would be the most likely diagnosis?",2,Laryngomalacia,Acute laryngo-tracheobronchitis,Foreign body aspiration,Acute epiglottitis
495497f9-b994-4815-affc-f974bbcd06da,"A 52 year old female came to OPD with dysphagia, hea burn and pain in joints of her fingers. She mentions that her fingers and toes turns blue on exposure to cold. Physical examination reveals thickened skin of her fingers and tender, painful small lumps under skin of flexor surface of hand, some of which drain white chalky substance. what is the clinical diagnosis?",2,Systemic lupus erythematosus,Sjogren Syndrome,CREST syndrome,Mikulicz syndrome
0a744801-7234-4099-a102-2f984da48fb8,A 50 year old lady sprained her ankle 2 months back from which she made a steady recovery. 2 months after the injury she gradually developed severe pain in her right ankle with significant limitation of ankle movement. Clinical examination reveals edema and shiny skin. What is the likely diagnosis?,1,Fibromyalgia,Complex Regional pain syndrome Type I {CRPS I},Complex Regional pain syndrome Type II {CRPS II},Peripheral Neuropathy
ac3efa6d-6c5b-40b3-a84d-e0f16267167e,"A 45-year-old male presents with fever, chronic diarrhea, and weight loss. He is found to have multiple pain and swelling of his joints (migratory polyahritis) and generalized lymphadenopathy. Physical examination reveals skin hyperpigmentation. A biopsy from his small intestines reveals the presence of macrophages in the lamina propria that contain PASpositive cytoplasm. The best diagnosis for this individual is",3,Crohn's disease,Hanup disease,Nontropical sprue,Whipple's disease
3fb83e78-16a3-4c7a-bc8e-27ff7d989891,A previously asymptomatic 62-year-old woman presents with sudden onset of severe midback pain. X-rays reveal an anterior compression fracture of T10. Other vertebral bodies show decreased mineral density and prominent vertical striations. Which of the following is the most likely diagnosis?,3,multiple myeloma,metastatic breast cancer,vitamin D deficiency,osteoporosis
69262648-a472-47cd-b4b9-714e4912acb2,What is the procedure for registering a case as medicolegal in other developed countries and role of doctor in police intimation?,3,Procedure formalities,head injury,neck injury,All of the Above
ab0da02c-b318-4bd1-8cc0-dfcf45c7dc7e,A 27 year old sexually active male develops a vesiculobullous lesion on the glans soon after taking tablet paracetamol for fever. The lesion healed with hyperpigmentation. The most likely diagnosis is –,2,Behcet's syndrome,Herpes genitalis,Fixed drug eruption,Pemphigus vulgaris
09bc6466-3a63-483e-89c4-6b66ea87d8e2,"A female has a SBP = 130 mm Hg and DBP = 100 mm Hg on two consecutive occasions, Best treatment is -",2,Rest,Sedative,Anti-hypeensive drugs,Error in BP Machine
184c95b8-9744-4ef1-b7ec-1b930af09271,"A 48-year-old female piano player visited the outpatient clinic with numbness and tingling in her left hand. A diagnosis was made of nerve compression in the carpal tunnel, and the patient underwent an endoscopic nerve release. Two weeks postoperatively the patient complained of a profound weakness in the thumb, with loss of thumb opposition. The sensation to the hand, however, was unaffected. Which of the following nerves was injured during the operation?",2,The first common digital branch of the median nerve,The second common digital branch of the median nerve,Recurrent branch of median nerve,Deep branch of the ulnar nerve
050e6848-05a1-4d23-b498-97c6de9bab0f,"A 35 year old man presents with vomitings and confusion. On examination Na+ 120 m mol/L, K+ 4.2 m mon, Uric acid 2 mg/dl. Patient is not edematous. The diagnosis is:",0,Cerebral toxoplasmosis with SIADH,Hepatic failure,Severe dehydration,Congestive hea failure
17ee7671-88ab-4054-928c-9858ec831504,A child presents with fever and Lymphadenopathy. On examination a grey membrane can be seen over Left tonsil. Which of the following media is used for definitive diagnosis of organism?,1,Loffler's serum slope,Potassium tellurite agar,Chocolate agar,Tinsdale agar
1ee6fb74-c5c4-4509-b652-fe9967e9ac39,"A patient is brought to the casualty in the state of altered sensorium. He was on Lithium treatment for affective disorder and has suffered through an attack of epileptic fits. On examination he has worsening tremors, increased DTR's and incontinence of urine. He has also undergone an episode of severe gastroenteritis 2 days ago. The serum Lithium was found to be 1.95 meg/Lit. The probable cause for his present state is:",0,Lithium toxicity,Dehydration,Manic Episode,Depressive Stupor
f633f13c-a663-4972-beab-a6e1dfbff5b1,"A 23-year-old female patient presents to the emergency room (ER) with a feeling of being unable to catch her breath, light-headedness, and ""tingling"" of her fingers, toes, and around her mouth. This happens whenever she drives through a tunnel and that is what set off this episode. Which of the following arterial blood pH would be most consistent with her diagnosis?",1,8.1,7.55,7.15,6.4
e4fd56ae-abf5-4950-964f-2470e538a5b7,A robust male baby with vigorous feeding and immediate vomiting at 2 months of age. Most probable diagnosis is,3,Paralytic ileus,Hirschsprung's disease,Brain tumor,Congenital hyperophic pyloric stenosis
7be39154-9898-41ce-a097-ed2759fb8b34,The cold water treatment of burns has the disadvantage that it increase the chances of -,2,Pain,Exudation,Infection,None of the above
3888c451-ca5e-4c3c-85d9-f94730f66667,"A 63-year-old woman presents to the emergency room with symptoms of sudden onset of shortness of breath. She reports no chest discomfort, cough, sputum, or fever. Her past medical history is negative for any prior heart or lung problems. She was recently diagnosed with breast cancer and is undergoing active treatment. On examination, her blood pressure is 120/80 mm Hg, pulse 100/min, and heart and lungs are normal. There are no clinical signs of deep venous thrombosis (DVT). Which of the following investigations is most likely to rule out a pulmonary embolism (PE)?",2,normal CXR,normal electrocardiogram (ECG),normal ventilation-perfusion lung scan,normal ventilation scan
8f253c18-47c2-43d1-bc12-a45cf421c5ad,A patient received and electric shock and fell down. He cannot do external rotation of shoulder and cannot move arm. What is the diagnosis:-,1,Anterior dislocation,Posterior dislocation,Clavicle fracture,Luxation erecta
6a89b561-a93e-482e-bdb1-601cbdcf729d,An AIIDS patients presents with fistula-in-ano. His CD4 count is below 50. What is the treatment of choice -,0,Seton,Fistulectomy,,Both
cfed0a9f-1c8e-4e1a-8cdf-1de829b462b8,A patient came to the casualty with acute bronchial asthma after treatment of glaucoma. The probable drug is:,0,Timolol,Betaxolol,Latanoprost,Anticholiriesterase
d392d7ff-0c3a-469e-906e-0934414184c6,The likely diagnosis in a child with limb pain and pancytopenia is,1,Aplastic anemia,Acute lymphocytic leukemia,Rheumatic fever,Rheumatoid ahritis
8494da99-7dfb-4a6c-8b8d-e4c2ac20d6ce,"A 55-year-old male presents with renal failure, bone pain for 7 years and osteolytic lesions on X-ray. Serum electrophoresis shows M spike and 35% plasma cells with aberrant protein expression. What is the diagnosis? (E. REPEAT 2013)",1,MGUS,Multiple myeloma,Smoldering myeloma,Plasma cell leukemia
b4fab459-45fb-46e2-a900-593053054678,"EXIT procedure is used in all, EXCEPT:",3,Cystic hygroma,Teratoma,Congenital tracheal stenosis,Hyperophic pyloric stenosis
54493959-8c7b-4bd8-a487-f6f81fb8d9b9,A 6 year old boy presenting with palpable abdominal mass in the epigastrium. The clinical diagnosis is (There is no bile in vomitus).,2,Duodenal Atresia,Choledochal cyst,Pyloric stenosis,Oesophageal Atresia
89023e7a-dfc2-4fe3-8158-f781851d11a1,A patient presents with lower gastrointestinal bleed. Sigmoidoscopy shows ulcer in the sigmoid. Biopsy from this area shows flask-shaped ulcers. Which of the following is the most appropriate treatment?,1,Intravenous ceftriaxone,Intravenous metronidazole,Intravenous steroids and sulphasalazine,Hydrocortisone enemas
0598defa-1df7-4fa1-8b05-2a5208d179ce,"It is most difficult to perform apically positioned flap
procedure in:",2,Facial surface of incisors,Lingual surface of incisors,Facial surface of third molars,Lingual surface of third molar
